"Item ID","Item Name","Question ID","Associated Question ID","Total Points","Question Type",Question,"Position Number",Sub-Question,"Answer Option","Answer Breakdown","Answer Breakdown","Correct Answer","Correctly Answered","Most Points Earned","Least Points Earned","Average Points Earned",Standards,Standards
7893398199,"Chapter 17",2156448934,,1,"Multiple Choice","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.35.02_PM_6447123f67309.png> What animal did only 5 students like?",n/a,n/a,"d. fish",18,0.95,"d. fish",0.95,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448934,,1,"Multiple Choice","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.35.02_PM_6447123f67309.png> What animal did only 5 students like?",n/a,n/a,n/a,1,0.05,"d. fish",0.95,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448935,,1,"Multiple Choice","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_644718a1b36d1.png> How many students chose cats and dogs?  ",n/a,n/a,"a. 20",2,0.11,"c. 40",0.89,1,0,0.89,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448935,,1,"Multiple Choice","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_644718a1b36d1.png> How many students chose cats and dogs?  ",n/a,n/a,"b. 30",0,0,"c. 40",0.89,1,0,0.89,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448935,,1,"Multiple Choice","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_644718a1b36d1.png> How many students chose cats and dogs?  ",n/a,n/a,"c. 40",17,0.89,"c. 40",0.89,1,0,0.89,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448935,,1,"Multiple Choice","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_644718a1b36d1.png> How many students chose cats and dogs?  ",n/a,n/a,"d. 50",0,0,"c. 40",0.89,1,0,0.89,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448936,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_6447197c9c392.png> How many more students chose birds than fish? _ students",1,n/a,5,15,0.79,5,0.79,1,0,0.79,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448936,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_6447197c9c392.png> How many more students chose birds than fish? _ students",1,n/a,1,1,0.05,5,0.79,1,0,0.79,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448936,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_6447197c9c392.png> How many more students chose birds than fish? _ students",1,n/a,15,2,0.11,5,0.79,1,0,0.79,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448936,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_6447197c9c392.png> How many more students chose birds than fish? _ students",1,n/a,3,1,0.05,5,0.79,1,0,0.79,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448937,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_64471a580677e.png> How many students chose cats, birds, and fish? _ students",1,n/a,35,15,0.79,35,0.79,1,0,0.79,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448937,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_64471a580677e.png> How many students chose cats, birds, and fish? _ students",1,n/a,7,1,0.05,35,0.79,1,0,0.79,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448937,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_64471a580677e.png> How many students chose cats, birds, and fish? _ students",1,n/a,31,1,0.05,35,0.79,1,0,0.79,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448937,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_64471a580677e.png> How many students chose cats, birds, and fish? _ students",1,n/a,15,1,0.05,35,0.79,1,0,0.79,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448937,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_64471a580677e.png> How many students chose cats, birds, and fish? _ students",1,n/a,45,1,0.05,35,0.79,1,0,0.79,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448938,,1,Matching,"Greg asked his classmates which indoor game was their favorite.  Using the data provided fill in the tally chart. board......5 students card.....4 students computer.....6 students puzzle.....3 students <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.21.32_PM_64471d1f3481c.png>",1,board,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.41_PM_64471da9f30cc.png>,19,1,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.41_PM_64471da9f30cc.png>,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448938,,1,Matching,"Greg asked his classmates which indoor game was their favorite.  Using the data provided fill in the tally chart. board......5 students card.....4 students computer.....6 students puzzle.....3 students <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.21.32_PM_64471d1f3481c.png>",1,board,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.14_PM_64471e19199d5.png>,0,0,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.41_PM_64471da9f30cc.png>,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448938,,1,Matching,"Greg asked his classmates which indoor game was their favorite.  Using the data provided fill in the tally chart. board......5 students card.....4 students computer.....6 students puzzle.....3 students <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.21.32_PM_64471d1f3481c.png>",1,board,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.25_PM_64471dce33b5b.png>,0,0,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.41_PM_64471da9f30cc.png>,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893398199,"Chapter 17",2156448938,,1,Matching,"Greg asked his classmates which indoor game was their favorite.  Using the data provided fill in the tally chart. board......5 students card.....4 students computer.....6 students puzzle.....3 students <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.21.32_PM_64471d1f3481c.png>",1,board,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.28.52_PM_64471edc0a56a.png>,0,0,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.41_PM_64471da9f30cc.png>,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
