pattern,school_id,item_id,item_name,subject,grade,session,assessment_type,detail,rows_affected
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,7338364983,Unit 4 Benchmark Test: Earth?s Resources,Science,Grade 1,2024-25,Assessments,dim_item.subject_id=4f903b0c4cfce3aaf04d499088343bf1484cb4fe2dbf7d5e154e282911404ae3 but ALL fact rows use 9144e000c9b5524a7135ed0a7b3f562fdba99cbf62d2a33edad1f29c6dbfea1d,209
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,7338394693,Unit 4 Benchmark Test: Weather,Science,Grade 2,2024-25,Unit-Chap  Assessments,dim_item.subject_id=b55dc6f59fd505704be5fa1a63c81872244bfc6f9e3635f118fcbeb85d842d35 but ALL fact rows use f71160246e52c2f533e7f3a0485572dfb24a7a58dd3d8f06eacdc5d7ffcf8d91,342
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,7338394737,Unit 9 Benchmark Test: The Human Body,Science,Grade 2,2024-25,Assessments,dim_item.subject_id=5f3047f843a172244c403bf721bf28cc9b7f83d4c70956716853e991140b6f7a but ALL fact rows use b426bc2981263e145a5c9247e78a145347491ab1b5d4099383cb4945b121bd77,280
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,7496090393,Chapter 11,Math,Grade 3,2024-25,Assessments,dim_item.subject_id=35e7d027ee48ae212f79190d1093765179e51d1399d7e437a23c9de21803fb51 but ALL fact rows use 9e55d073bd5f2ed0dcc7f4d9846afa533abc92e6c2fc0f7df2bfeeb3c0af92e4,505
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,7594902377,Chapter 12,Math,Grade 5,2024-25,Assessments,dim_item.subject_id=66e910e317cc42a7da6fe50bb65e041d6b5507285d97c31a6997de77c5472ab2 but ALL fact rows use a69348aac1d05567364528ab86ae605c5606d396047eee6555f1ff3c2e43a113,656
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,7661450418,Chapter 9,Math,Grade 1,2024-25,Assessments,dim_item.subject_id=8d4ab7d557f51804b63fca947048fabc6daf5cf2f6d5702d34454e22745f66d1 but ALL fact rows use 4f641620883422f8b7eefe3544971792e42df55612b731093714e956b9d91880,425
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,7661454577,Chapter 9,Math,Grade 2,2024-25,Lesson  Assessments,dim_item.subject_id=58978d1d046b2a4c63dd1fb17a14bf9a74b327bff475a15abd336bb2b3c99848 but ALL fact rows use 4b9bbdd81191adebb097de0effae310f2a1662dfae574531f89d51174035cd3a,627
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,7687967795,M5W1 Vocab quiz,ELA,Grade 5,2024-25,Assessments,dim_item.subject_id=427c7255dafe34868bdc91d832e56d5eeee1397f4797f34e0370705c226468d9 but ALL fact rows use 93e723dfe41461d2b1fadbcf00c07dccf710f22e9a75b16ea898e53f45e11b3f,152
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,7789275406,M7W2 vocab quiz,ELA,Grade 5,2024-25,Assessments,dim_item.subject_id=7daf35a25c64bbfe4371768bfcdf1b8d02f116c1b7f371a9dda7d9bbfbae0d61 but ALL fact rows use 7066432170fe4bb438a09fd420c8328dd42ba684da0926107bcf18cd2dc813d2,198
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,7789352689,Tricksters and Tall Tales: Weekly Assessment: Week 2,ELA,Grade 4,2024-25,Assessments,dim_item.subject_id=07ae679a2368a5c11ff4042f1eaecb8d3cca5a61ee3f6dec950e4aaa3a2d2ac0 but ALL fact rows use 1be72ea3606692d578f0324327d1e6177ac271947e07e7a1d8132f7171dca494,420
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,7789371643,"Above, Below, and Beyond: Weekly Assessment: Week 2",ELA,Grade 5,2024-25,Assessments,dim_item.subject_id=bbbfbde3e56d53380d2085df402993df261dd757577933b900f52e34dafd5563 but ALL fact rows use 1bf8f84ef6b0172f552d019c9f165db89140d0eaf77def4d78ca77beb470cf4b,378
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,7789640645,Chapter 16 Temperature and Time,Math,Grade 4,2024-25,Assessments,dim_item.subject_id=73102ff6b925cd3125aaad774f78573109a7507396c811501827f6dea302eb29 but ALL fact rows use 7d05f8dffe7639f2bdaaf1852c81fa54dbcd29ae28c99f36950bcacb837fc861,504
B_stale_dim_item_subject_pointer,019eb11c-410a-7ffb-86e6-a0294c669670,8112140343,Chapter 16 Part 1,Math,Grade K,2025-26,Lesson  Assessments,dim_item.subject_id=2ec8dd053a2a6894b084a8044cd69548be940d75be645b4d022070121f3e7655 but ALL fact rows use eaf59d2f6b50b7a7a4f171fa692f23bd4da6dd032ec1770e5acbe7c91acdfe8f,352
B_stale_dim_item_subject_pointer,019eb11c-413b-7a66-a7d8-a18f14736ede,8330846316,Marvels of Nature: Mod 6 Weekly Assessment: Week 1,ELA,Grade 4,2025-26,Summative,dim_item.subject_id=ee18f037297159114cde2ded6ef469192d3c73bba286134f1762577b74cf8bfe but ALL fact rows use c0cbd1f806ead81bdaa42ff8f3b59e4b51e1d0397b801aef5b6434b497630928,119
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 4 Benchmark Test: Weather,Science,Grade 2,2024-25,Unit-Chap  Assessments,"subject_id=b55dc6f59fd505704be5fa1a63c81872244bfc6f9e3635f118fcbeb85d842d35; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",576
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Everyone Has a Story: Weekly Assessment: Week 2,ELA,Grade 2,2024-25,Assessments,"subject_id=b798dc6154afc5d70c89fe54bc6733c514ab3d1f2decae972cb45389b0fdd11c; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",342
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Module 7 Week 2 Vocabulary Quiz,ELA,Grade 2,2024-25,Assessments,"subject_id=b7b13aa7c5e8d8b860b3c2c183e9f1248cfca12cfdf780aee117bb0161216bad; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",304
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,"Above, Below, and Beyond: Weekly Assessment: Week 2",ELA,Grade 5,2024-25,Assessments,"subject_id=bbbfbde3e56d53380d2085df402993df261dd757577933b900f52e34dafd5563; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",420
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Inspired by Nature Unit Test,ELA,Grade 7,2024-25,Lesson  Assessments,"subject_id=bd098359ce0318bb3a177b93aae2f20935f7c869530443b2c511cabb80569846; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",52
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Art Everywhere: Weekly Assessment: Week 1,ELA,Grade 4,2024-25,Assessments,"subject_id=c53f62a3f4659c38761fa2187dcf1ca3bc3102ad7bbbe7c457d2401f23b84ec2; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",289
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Teamwork: Weekly Assessment: Week 1,ELA,Grade 3,2024-25,Lesson  Assessments,"subject_id=c7bb4fdf11ee29d4f43456ceeefa60f77116c23d3d6d9b9f0846ee92701aca3f; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",300
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 15,Math,Grade 1,2024-25,Lesson  Assessments,"subject_id=cb9f01639f044fa5f89bf91effb73945da4f8541bdba6f2d7fd183292e88939f; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",360
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Art Everywhere: Weekly Assessment: Week 1,ELA,Grade 4,2024-25,Lesson  Assessments,"subject_id=ce112b94839115bf5f5ea9c0ccdb0e83588507ff07804cd1c6d27da63bb98f3e; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",374
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 9 Benchmark Test: Plant and Animal Needs,Science,Grade 1,2024-25,Unit-Chap  Assessments,"subject_id=d70ec618c64f6c3fb27d730c8c28cd50630d9e7a01912b180b3c7f6937467889; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",330
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 4 Benchmark Test: Day and Night,Science,Grade K,2024-25,Lesson  Assessments,"subject_id=db33c0c62f2523d9aece41afaf623f738f9b6f8052c4f98feb60852b84ec738f; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",400
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Happy Healthy Me: Weekly Assessment: Week 3,ELA,Grade K,2024-25,Lesson  Assessments,"subject_id=db47d23fad8c449137e8be73bfff967f340c4798cad164611bb9e01b0ad58ab5; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",378
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,The Big Outdoors: Weekly Assessment: Week 2,ELA,Grade 1,2024-25,Assessments,"subject_id=db6673c4b67b2375804e4782d8d7ce724fb1b415381ee0315d2468b65ad55872; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",792
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Project Earth: Weekly Assessment: Week 1,ELA,Grade 5,2024-25,Lesson  Assessments,"subject_id=e3856f94f216ede0bd4afbc0b49e137bd3cda0e0a16ba12436479d9ed0275d91; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",324
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Happy Healthy Me: Weekly Assessment: Week 3,ELA,Grade K,2024-25,Assessments,"subject_id=ee38c4d2e71c66b8556e221ed0921e477460592546ddc565987a908b6218ce49; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",394
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 15,Math,Grade 1,2024-25,Assessments,"subject_id=f5de920bedc03caea1bdf4d20d15cb8a34ea28a1cbbdce0119f4537288387c76; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",663
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 4 Benchmark Test: Weather,Science,Grade 2,2024-25,Lesson  Assessments,"subject_id=f71160246e52c2f533e7f3a0485572dfb24a7a58dd3d8f06eacdc5d7ffcf8d91; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",342
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,"Now You See It, Now You Don't: Weekly Assessment: Week 1",ELA,Grade 1,2024-25,Assessments,"subject_id=f858b4909dcbf6914df81425b9539806c033454232a12bb3104658c029880199; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",702
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 9 Benchmark Test: Plant and Animal Needs,Science,Grade 1,2024-25,Lesson  Assessments,"subject_id=f8613defeb50a0e45abb46ca66e000da3a8466ffec293831e3cbf0dd62bc3673; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",170
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 6 Benchmark Test: Heat Sources,Science,Grade 3,2024-25,Lesson  Assessments,"subject_id=ff678e7e8c84c4aec14e1ef728312ab780f0ce520e69eb94ff756f8525a03265; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",880
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Everyone Has a Story: Weekly Assessment: Week 2,ELA,Grade 2,2024-25,Lesson  Assessments,"subject_id=849e94ce15dc6c4ec5e84eee29762fd83a6227aa0012581fcb1b37ebe5b45836; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",630
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Module Assessment: Once Upon a Time,ELA,Grade 2,2024-25,Assessments,"subject_id=03319b94f7cf6f4a6aff28301341cf9a218ff2d222422cfdba2c6380e464c858; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",336
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Teamwork: Weekly Assessment: Week 1,ELA,Grade 3,2024-25,Assessments,"subject_id=055ba38dac067db7fd724cb958be10189e3274f9ad60c6e736d56271a40ebbac; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",585
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Tricksters and Tall Tales: Weekly Assessment: Week 2,ELA,Grade 4,2024-25,Assessments,"subject_id=07ae679a2368a5c11ff4042f1eaecb8d3cca5a61ee3f6dec950e4aaa3a2d2ac0; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",400
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 14,Math,Grade 1,2024-25,Assessments,"subject_id=171c7d83022de61f53560185794df47d9981decd2f6a2efe5480a2518bef6f67; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",1045
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 4 Benchmark Test: Day and Night,Science,Grade K,2024-25,Assessments,"subject_id=18a9945c03055c9334650354abe8e95476a18cc7d5f3b564ebbefca39a88d689; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",740
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Unit 5 Benchmark Test: All About Matter,Science,Grade 2,2024-25,Lesson  Assessments,"subject_id=1ae2f2d31bcc3ad8ea08ff18731ee7b6dcf60e37519f4b52feba2ed2fe29ecc2; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",560
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Tricksters and Tall Tales: Weekly Assessment: Week 2,ELA,Grade 4,2024-25,Lesson  Assessments,"subject_id=1be72ea3606692d578f0324327d1e6177ac271947e07e7a1d8132f7171dca494; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",420
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,"Above, Below, and Beyond: Weekly Assessment: Week 2",ELA,Grade 5,2024-25,Lesson  Assessments,"subject_id=1bf8f84ef6b0172f552d019c9f165db89140d0eaf77def4d78ca77beb470cf4b; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",378
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,M5M1Vocabulary Quiz,ELA,Grade 3,2024-25,Assessments,"subject_id=2b32b5a1ad6701078c41b14dba8a93f19e60a86fdf0ac5356a0d211819fdf242; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",390
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 15,Math,Grade 3,2024-25,Lesson  Assessments,"subject_id=351d5edde3e45b6df62d5b1a8e9e9cb84834d360c2615ca4ed7997fd2419ae1b; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",966
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Chapter 11,Math,Grade 3,2024-25,Assessments,"subject_id=35e7d027ee48ae212f79190d1093765179e51d1399d7e437a23c9de21803fb51; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",1041
C_dup_dim_subject_label_group,019eb11c-410a-7ffb-86e6-a0294c669670,,Module Assessment: Stories on Stage,ELA,Grade 3,2024-25,Assessments,"subject_id=38b1323fb136a246b11886fa9eb38bf76ce9a5fef72b13e4f7844d2339fb54d6; duplicate of same (subject,grade,session,item_name) differing only in assessment_type",461
