cube,school,school_id,subject_id,subject,grade,item_id,item_name,kind,cube_gradeavg,fact_rebuild_gradeavg,cube_gmin,fact_rebuild_gmin,id_inconsistent_with_own_key
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,Math,Grade 3,7637896011,Adding and Subtracting Money - 12/16/24,MISSING_from_cube,,0.8529,,0.6250,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,Math,Grade 4,7615829935,12/05 8.4 Homework,MISSING_from_cube,,0.5374,,0.0000,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,Math,Grade 4,7624644120,12/09 8.6 Homework,MISSING_from_cube,,0.6466,,0.0000,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,Math,Grade 5,7702555934,Chapter 18,MISSING_from_cube,,0.8357,,0.3939,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,Math,Grade K,7702561239,Chapter 18,MISSING_from_cube,,0.9252,,0.8421,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,ELA,Grade 2,7334679341,Meet in the Middle: Weekly Assessment: Week 1,STALE_in_cube_only,0.7041,,0.1538,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,ELA,Grade 2,8336110460,Module 8 Week 1 Vocabulary Quiz,STALE_in_cube_only,0.8625,,0.5625,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,ELA,Grade 2,,,STALE_in_cube_only,0.8625,,0.5625,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,ELA,Grade 2,,,STALE_in_cube_only,0.7041,,0.1538,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,259ba97a7f99d495817938642328653a9091652ba10e466d49fe83701079f1db,ELA,Grade 3,7620225345,M4W2  Vocabulary Quiz,STALE_in_cube_only,0.8211,,0.0286,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,259ba97a7f99d495817938642328653a9091652ba10e466d49fe83701079f1db,ELA,Grade 3,,,STALE_in_cube_only,0.8211,,0.0286,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,2d13c6b9ee88333b837d57eda60e063f4fe154254e914f9a543301178f723fb8,ELA,Grade 4,7613842590,12/5 Reading Classwork,STALE_in_cube_only,0.8224,,0.2500,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,69f84f043bcac55206c6b1c01aa2835e2dd1fab62ee36b8903b4f27cba8813d7,ELA,Grade 4,7625528258,12/9 Reading Classwork,STALE_in_cube_only,0.8333,,0.4000,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,2d13c6b9ee88333b837d57eda60e063f4fe154254e914f9a543301178f723fb8,ELA,Grade 4,,,STALE_in_cube_only,0.8224,,0.2500,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,69f84f043bcac55206c6b1c01aa2835e2dd1fab62ee36b8903b4f27cba8813d7,ELA,Grade 4,,,STALE_in_cube_only,0.8333,,0.4000,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,ELA,Grade 5,7598715892,M4W2 Vocabulary Quiz,STALE_in_cube_only,0.9568,,0.7778,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,ELA,Grade 5,,,STALE_in_cube_only,0.9568,,0.7778,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,685d58d64f3e9df29c19cb3cd82479a5d13aab49c93aae4f3703a64cfdb9120c,Math,Grade 1,7893373621,Chapter 2,STALE_in_cube_only,0.7295,,0.1395,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,5e80a05c31bd43ba9d7fdab5bbd4a8051c7db2a1efbc9aacb0f6d723d4721f19,Math,Grade 1,8346484076,Classwork End of Year Test,STALE_in_cube_only,0.6817,,0.2857,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,685d58d64f3e9df29c19cb3cd82479a5d13aab49c93aae4f3703a64cfdb9120c,Math,Grade 1,,,STALE_in_cube_only,0.7295,,0.1395,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,5e80a05c31bd43ba9d7fdab5bbd4a8051c7db2a1efbc9aacb0f6d723d4721f19,Math,Grade 1,,,STALE_in_cube_only,0.6817,,0.2857,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,Math,Grade 2,7687663925,Chapter 16,STALE_in_cube_only,0.9010,,0.6053,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,Math,Grade 2,7687678128,Chapter 16,STALE_in_cube_only,0.8901,,0.6667,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,Math,Grade 2,,,STALE_in_cube_only,0.8953,,0.6053,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,Math,Grade 3,7637896011,Adding and Subtracting Money - 12/16/24,STALE_in_cube_only,0.8529,,0.6250,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,Math,Grade 3,,,STALE_in_cube_only,0.8529,,0.6250,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,Math,Grade 4,7615829935,12/05 8.4 Homework,STALE_in_cube_only,0.5374,,0.0000,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,Math,Grade 4,7624644120,12/09 8.6 Homework,STALE_in_cube_only,0.6466,,0.0000,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,Math,Grade 4,,,STALE_in_cube_only,0.5374,,0.0000,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,Math,Grade 4,,,STALE_in_cube_only,0.6466,,0.0000,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,Math,Grade 5,7702555934,Chapter 18,STALE_in_cube_only,0.8357,,0.3939,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,Math,Grade 5,,,STALE_in_cube_only,0.8357,,0.3939,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,Math,Grade K,7702561239,Chapter 18,STALE_in_cube_only,0.9252,,0.8421,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,Math,Grade K,,,STALE_in_cube_only,0.9252,,0.8421,,t
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,ELA,Grade 2,,,VALUE_DRIFT,0.9132,0.8951,0.2500,0.2500,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,ELA,Grade 2,,,VALUE_DRIFT,0.7357,0.7259,0.3571,0.1538,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,259ba97a7f99d495817938642328653a9091652ba10e466d49fe83701079f1db,ELA,Grade 3,,,VALUE_DRIFT,0.9376,0.8987,0.6190,0.0286,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,2d13c6b9ee88333b837d57eda60e063f4fe154254e914f9a543301178f723fb8,ELA,Grade 4,,,VALUE_DRIFT,0.8690,0.8469,0.5000,0.2500,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,69f84f043bcac55206c6b1c01aa2835e2dd1fab62ee36b8903b4f27cba8813d7,ELA,Grade 4,,,VALUE_DRIFT,0.8000,0.8316,0.8000,0.4000,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,ELA,Grade 5,,,VALUE_DRIFT,0.9889,0.9737,0.7778,0.7778,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,685d58d64f3e9df29c19cb3cd82479a5d13aab49c93aae4f3703a64cfdb9120c,Math,Grade 1,,,VALUE_DRIFT,0.8742,0.8275,0.2955,0.1395,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,5e80a05c31bd43ba9d7fdab5bbd4a8051c7db2a1efbc9aacb0f6d723d4721f19,Math,Grade 1,,,VALUE_DRIFT,0.6324,0.6545,0.2857,0.2857,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,Math,Grade 2,,,VALUE_DRIFT,0.8951,0.8952,0.6667,0.6053,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,Math,Grade 3,,,VALUE_DRIFT,0.8074,0.8218,0.3750,0.3750,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,Math,Grade 4,,,VALUE_DRIFT,0.5215,0.5297,0.0000,0.0000,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,Math,Grade 4,,,VALUE_DRIFT,0.7778,0.7104,0.0000,0.0000,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,Math,Grade 5,,,VALUE_DRIFT,0.8922,0.8639,0.5806,0.3939,f
cube_grade_summary,Athenian,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,Math,Grade K,,,VALUE_DRIFT,0.8816,0.8956,0.6842,0.6842,f
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,ELA,Grade 2,7806926683,Home Sweet Habitat: Weekly Assessment: Week 1,MISSING_from_cube,,0.7392,,0.6000,f
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,Science,Grade 2,7891742813,Unit 8 Test: Forces and Motion,MISSING_from_cube,,0.8105,,0.3889,f
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,Science,Grade 3,7891794271,Unit 8 Test: Classifying Plants and Animals,MISSING_from_cube,,0.6412,,0.4000,f
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,Science,Grade 5,7891846801,Unit 7 Benchmark Test: Working With Electricity,MISSING_from_cube,,0.8158,,0.0909,f
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,ELA,Grade 2,7806926683,Home Sweet Habitat: Weekly Assessment: Week 1,STALE_in_cube_only,0.7392,,0.6000,,t
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,ELA,Grade 2,,,STALE_in_cube_only,0.7392,,0.6000,,t
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,Science,Grade 2,7891742813,Unit 8 Test: Forces and Motion,STALE_in_cube_only,0.8105,,0.3889,,t
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,Science,Grade 2,,,STALE_in_cube_only,0.8105,,0.3889,,t
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,Science,Grade 3,7891794271,Unit 8 Test: Classifying Plants and Animals,STALE_in_cube_only,0.6412,,0.4000,,t
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,Science,Grade 3,,,STALE_in_cube_only,0.6412,,0.4000,,t
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,Science,Grade 5,7891846801,Unit 7 Benchmark Test: Working With Electricity,STALE_in_cube_only,0.8158,,0.0909,,t
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,Science,Grade 5,7997342490,Unit 7 Benchmark Test: Working With Electricity,STALE_in_cube_only,0.2273,,0.2273,,t
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,Science,Grade 5,,,STALE_in_cube_only,0.7864,,0.0909,,t
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,ELA,Grade 2,,,VALUE_DRIFT,0.7524,0.7483,0.2222,0.2222,f
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,Science,Grade 2,,,VALUE_DRIFT,0.8500,0.8357,0.3333,0.3333,f
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,Science,Grade 3,,,VALUE_DRIFT,0.7000,0.6730,0.3000,0.3000,f
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,Science,Grade 5,7997342490,Unit 7 Benchmark Test: Working With Electricity,VALUE_DRIFT,0.7963,0.7679,0.4091,0.2273,f
cube_grade_summary,CFP,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,Science,Grade 5,,,VALUE_DRIFT,0.7963,0.7912,0.4091,0.0909,f
