drift_type,school_id,subject_id,subject,grade,item_name,item_id,cube_students,fact_students,cube_score,fact_score,cube_possible,fact_possible,cube_grade_avg,fact_grade_avg
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,2d13c6b9ee88333b837d57eda60e063f4fe154254e914f9a543301178f723fb8,ELA,Grade 4,12/5 Reading Classwork,,19,,62.5000,,76.0000,,0.8224,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,2d13c6b9ee88333b837d57eda60e063f4fe154254e914f9a543301178f723fb8,ELA,Grade 4,12/5 Reading Classwork,7613842590,19,,62.5000,,76.0000,,0.8224,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,69f84f043bcac55206c6b1c01aa2835e2dd1fab62ee36b8903b4f27cba8813d7,ELA,Grade 4,12/9 Reading Classwork,7625528258,18,,75.0000,,90.0000,,0.8333,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,69f84f043bcac55206c6b1c01aa2835e2dd1fab62ee36b8903b4f27cba8813d7,ELA,Grade 4,12/9 Reading Classwork,,18,,75.0000,,90.0000,,0.8333,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,Math,Grade 3,Adding and Subtracting Money - 12/16/24,7637896011,17,,116.0000,,136.0000,,0.8529,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,Math,Grade 3,Adding and Subtracting Money - 12/16/24,,17,,116.0000,,136.0000,,0.8529,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,Math,Grade 2,Chapter 16,7687678128,20,,639.5000,,719.0000,,0.8894,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,Math,Grade 2,Chapter 16,7687663925,18,,592.0000,,658.0000,,0.8997,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,Math,Grade 2,Chapter 16,,38,,1231.5000,,1377.0000,,0.8943,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,Math,Grade K,Chapter 18,,19,,334.0000,,361.0000,,0.9252,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,Math,Grade 5,Chapter 18,7702555934,20,,516.0000,,618.0000,,0.8350,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,Math,Grade 5,Chapter 18,,20,,516.0000,,618.0000,,0.8350,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,Math,Grade K,Chapter 18,7702561239,19,,334.0000,,361.0000,,0.9252,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,685d58d64f3e9df29c19cb3cd82479a5d13aab49c93aae4f3703a64cfdb9120c,Math,Grade 1,Chapter 2,,20,,639.3334,,874.0000,,0.7315,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,685d58d64f3e9df29c19cb3cd82479a5d13aab49c93aae4f3703a64cfdb9120c,Math,Grade 1,Chapter 2,7893373621,20,,639.3334,,874.0000,,0.7315,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,5e80a05c31bd43ba9d7fdab5bbd4a8051c7db2a1efbc9aacb0f6d723d4721f19,Math,Grade 1,Classwork End of Year Test,,17,,324.0000,,475.0000,,0.6821,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,5e80a05c31bd43ba9d7fdab5bbd4a8051c7db2a1efbc9aacb0f6d723d4721f19,Math,Grade 1,Classwork End of Year Test,8346484076,17,,324.0000,,475.0000,,0.6821,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,ELA,Grade 5,M4W2 Vocabulary Quiz,7598715892,18,,1395.0000,,1458.0000,,0.9568,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,ELA,Grade 5,M4W2 Vocabulary Quiz,,18,,1395.0000,,1458.0000,,0.9568,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,259ba97a7f99d495817938642328653a9091652ba10e466d49fe83701079f1db,ELA,Grade 3,M4W2  Vocabulary Quiz,,19,,1638.0000,,1995.0000,,0.8211,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,259ba97a7f99d495817938642328653a9091652ba10e466d49fe83701079f1db,ELA,Grade 3,M4W2  Vocabulary Quiz,7620225345,19,,1638.0000,,1995.0000,,0.8211,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,ELA,Grade 2,Meet in the Middle: Weekly Assessment: Week 1,,16,,158.0000,,223.0000,,0.7085,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,ELA,Grade 2,Meet in the Middle: Weekly Assessment: Week 1,7334679341,16,,158.0000,,223.0000,,0.7085,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,ELA,Grade 2,Module 8 Week 1 Vocabulary Quiz,8336110460,20,,2208.0000,,2560.0000,,0.8625,
STALE_EXTRA_ROW,019eb11c-410a-7ffb-86e6-a0294c669670,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,ELA,Grade 2,Module 8 Week 1 Vocabulary Quiz,,20,,2208.0000,,2560.0000,,0.8625,
STALE_EXTRA_ROW,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,ELA,Grade 2,Home Sweet Habitat: Weekly Assessment: Week 1,7806926683,13,,140.0000,,191.0000,,0.7330,
STALE_EXTRA_ROW,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,ELA,Grade 2,Home Sweet Habitat: Weekly Assessment: Week 1,,13,,140.0000,,191.0000,,0.7330,
STALE_EXTRA_ROW,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,Science,Grade 5,Unit 7 Benchmark Test: Working With Electricity,7891846801,19,,341.0000,,418.0000,,0.8158,
STALE_EXTRA_ROW,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,Science,Grade 5,Unit 7 Benchmark Test: Working With Electricity,,20,,346.0000,,440.0000,,0.7864,
STALE_EXTRA_ROW,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,Science,Grade 5,Unit 7 Benchmark Test: Working With Electricity,7997342490,1,,5.0000,,22.0000,,0.2273,
STALE_EXTRA_ROW,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,Science,Grade 3,Unit 8 Test: Classifying Plants and Animals,7891794271,17,,218.0000,,340.0000,,0.6412,
STALE_EXTRA_ROW,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,Science,Grade 3,Unit 8 Test: Classifying Plants and Animals,,17,,218.0000,,340.0000,,0.6412,
STALE_EXTRA_ROW,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,Science,Grade 2,Unit 8 Test: Forces and Motion,,17,,248.0000,,306.0000,,0.8105,
STALE_EXTRA_ROW,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,Science,Grade 2,Unit 8 Test: Forces and Motion,7891742813,17,,248.0000,,306.0000,,0.8105,
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,Math,Grade 4,12/05 8.4 Homework,,20,41,73.0106,152.0114,140.0000,287.0000,0.5215,0.5297
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,Math,Grade 4,12/09 8.6 Homework,,18,37,98.0000,184.0000,126.0000,259.0000,0.7778,0.7104
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,2d13c6b9ee88333b837d57eda60e063f4fe154254e914f9a543301178f723fb8,ELA,Grade 4,12/5 Reading Classwork,,21,40,73.0000,135.5000,84.0000,160.0000,0.8690,0.8469
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,69f84f043bcac55206c6b1c01aa2835e2dd1fab62ee36b8903b4f27cba8813d7,ELA,Grade 4,12/9 Reading Classwork,,1,19,4.0000,79.0000,5.0000,95.0000,0.8000,0.8316
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,Math,Grade 3,Adding and Subtracting Money - 12/16/24,,37,54,242.0000,358.0000,299.0000,435.0000,0.8094,0.8230
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,Math,Grade 2,Chapter 16,,15,53,487.0000,1718.5000,544.0000,1921.0000,0.8952,0.8946
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,Math,Grade K,Chapter 18,,40,59,670.0000,1004.0000,760.0000,1121.0000,0.8816,0.8956
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,Math,Grade 5,Chapter 18,,20,40,552.0000,1068.0000,618.0000,1236.0000,0.8932,0.8641
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,685d58d64f3e9df29c19cb3cd82479a5d13aab49c93aae4f3703a64cfdb9120c,Math,Grade 1,Chapter 2,,42,62,1610.9996,2250.3330,1842.0000,2716.0000,0.8746,0.8285
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,5e80a05c31bd43ba9d7fdab5bbd4a8051c7db2a1efbc9aacb0f6d723d4721f19,Math,Grade 1,Classwork End of Year Test,,21,38,369.0000,693.0000,584.0000,1059.0000,0.6318,0.6544
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,ELA,Grade 5,M4W2 Vocabulary Quiz,,20,38,1602.0000,2997.0000,1620.0000,3078.0000,0.9889,0.9737
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,259ba97a7f99d495817938642328653a9091652ba10e466d49fe83701079f1db,ELA,Grade 3,M4W2  Vocabulary Quiz,,38,57,3741.0000,5379.0000,3990.0000,5985.0000,0.9376,0.8987
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,ELA,Grade 2,Meet in the Middle: Weekly Assessment: Week 1,,36,52,370.0000,528.0000,503.0000,726.0000,0.7356,0.7273
VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,ELA,Grade 2,Module 8 Week 1 Vocabulary Quiz,,36,56,4208.0000,6416.0000,4608.0000,7168.0000,0.9132,0.8951
VALUE_DRIFT,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,ELA,Grade 2,Home Sweet Habitat: Weekly Assessment: Week 1,,28,41,249.5000,389.5000,323.0000,514.0000,0.7724,0.7578
VALUE_DRIFT,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,Science,Grade 5,Unit 7 Benchmark Test: Working With Electricity,7997342490,19,20,326.0000,331.0000,410.0000,432.0000,0.7951,0.7662
VALUE_DRIFT,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,Science,Grade 5,Unit 7 Benchmark Test: Working With Electricity,,19,39,326.0000,672.0000,410.0000,850.0000,0.7951,0.7906
VALUE_DRIFT,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,Science,Grade 3,Unit 8 Test: Classifying Plants and Animals,,20,37,280.0000,498.0000,400.0000,740.0000,0.7000,0.6730
VALUE_DRIFT,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,Science,Grade 2,Unit 8 Test: Forces and Motion,,30,47,459.0000,707.0000,540.0000,846.0000,0.8500,0.8357
