check_name,school_id,subject_id,item_id,drift_type,cube_avg,fact_avg,cube_min,fact_min,cube_max,fact_max
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,,VALUE_DRIFT,0.777778,0.710425,0.000000,0.000000,1.000000,1.000000
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,,VALUE_DRIFT,0.700000,0.672973,0.300000,0.300000,0.900000,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,,VALUE_DRIFT,0.892214,0.863936,0.580645,0.393939,1.000000,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,259ba97a7f99d495817938642328653a9091652ba10e466d49fe83701079f1db,,STALE_CUBE_ROW,0.821053,,0.028571,,1.000000,
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,,VALUE_DRIFT,0.796309,0.791209,0.409091,0.090909,0.909091,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,,VALUE_DRIFT,0.881579,0.895629,0.684211,0.684211,1.000000,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,,VALUE_DRIFT,0.521504,0.529656,0.000000,0.000000,1.000000,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,259ba97a7f99d495817938642328653a9091652ba10e466d49fe83701079f1db,7620225345,STALE_CUBE_ROW,0.821053,,0.028571,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,,STALE_CUBE_ROW,0.925208,,0.842105,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,7702561239,STALE_CUBE_ROW,0.925208,,0.842105,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,,STALE_CUBE_ROW,0.704098,,0.153846,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,7334679341,STALE_CUBE_ROW,0.704098,,0.153846,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,69f84f043bcac55206c6b1c01aa2835e2dd1fab62ee36b8903b4f27cba8813d7,7625528258,STALE_CUBE_ROW,0.833333,,0.400000,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,69f84f043bcac55206c6b1c01aa2835e2dd1fab62ee36b8903b4f27cba8813d7,,STALE_CUBE_ROW,0.833333,,0.400000,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,,STALE_CUBE_ROW,0.956790,,0.777778,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,7598715892,STALE_CUBE_ROW,0.956790,,0.777778,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,,STALE_CUBE_ROW,0.862500,,0.562500,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,,STALE_CUBE_ROW,0.835659,,0.393939,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,7702555934,STALE_CUBE_ROW,0.835659,,0.393939,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,,STALE_CUBE_ROW,0.537420,,0.000000,,0.857143,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,7615829935,STALE_CUBE_ROW,0.537420,,0.000000,,0.857143,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,7624644120,STALE_CUBE_ROW,0.646617,,0.000000,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,,STALE_CUBE_ROW,0.646617,,0.000000,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,7637896011,STALE_CUBE_ROW,0.852941,,0.625000,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,,STALE_CUBE_ROW,0.852941,,0.625000,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,5e80a05c31bd43ba9d7fdab5bbd4a8051c7db2a1efbc9aacb0f6d723d4721f19,,STALE_CUBE_ROW,0.681684,,0.285714,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,5e80a05c31bd43ba9d7fdab5bbd4a8051c7db2a1efbc9aacb0f6d723d4721f19,8346484076,STALE_CUBE_ROW,0.681684,,0.285714,,1.000000,
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,7806926683,STALE_CUBE_ROW,0.739242,,0.600000,,1.000000,
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,,STALE_CUBE_ROW,0.739242,,0.600000,,1.000000,
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,7997342490,STALE_CUBE_ROW,0.227273,,0.227273,,0.227273,
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,,STALE_CUBE_ROW,0.786364,,0.090909,,1.000000,
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,7891846801,STALE_CUBE_ROW,0.815789,,0.090909,,1.000000,
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,7891794271,STALE_CUBE_ROW,0.641176,,0.400000,,1.000000,
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,,STALE_CUBE_ROW,0.641176,,0.400000,,1.000000,
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,7891742813,STALE_CUBE_ROW,0.810458,,0.388889,,1.000000,
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,,STALE_CUBE_ROW,0.810458,,0.388889,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,7687678128,STALE_CUBE_ROW,0.890136,,0.666667,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,7687663925,STALE_CUBE_ROW,0.900985,,0.605263,,1.000000,
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,7598715892,MISSING_FROM_CUBE,,0.956790,,0.777778,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,5e80a05c31bd43ba9d7fdab5bbd4a8051c7db2a1efbc9aacb0f6d723d4721f19,8346484076,MISSING_FROM_CUBE,,0.681684,,0.285714,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,7687663925,MISSING_FROM_CUBE,,0.900985,,0.605263,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,7687678128,MISSING_FROM_CUBE,,0.890136,,0.666667,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,8336110460,MISSING_FROM_CUBE,,0.862500,,0.562500,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,7334679341,MISSING_FROM_CUBE,,0.704098,,0.153846,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,259ba97a7f99d495817938642328653a9091652ba10e466d49fe83701079f1db,7620225345,MISSING_FROM_CUBE,,0.821053,,0.028571,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,7702561239,MISSING_FROM_CUBE,,0.925208,,0.842105,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,7624644120,MISSING_FROM_CUBE,,0.646617,,0.000000,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,2d13c6b9ee88333b837d57eda60e063f4fe154254e914f9a543301178f723fb8,7613842590,MISSING_FROM_CUBE,,0.822368,,0.250000,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,7615829935,MISSING_FROM_CUBE,,0.537420,,0.000000,,0.857143
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,7891794271,MISSING_FROM_CUBE,,0.641176,,0.400000,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,685d58d64f3e9df29c19cb3cd82479a5d13aab49c93aae4f3703a64cfdb9120c,7893373621,MISSING_FROM_CUBE,,0.729535,,0.139535,,1.000000
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,7891742813,MISSING_FROM_CUBE,,0.810458,,0.388889,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,69f84f043bcac55206c6b1c01aa2835e2dd1fab62ee36b8903b4f27cba8813d7,7625528258,MISSING_FROM_CUBE,,0.833333,,0.400000,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,7637896011,MISSING_FROM_CUBE,,0.852941,,0.625000,,1.000000
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,7806926683,MISSING_FROM_CUBE,,0.739242,,0.600000,,1.000000
cube_grade_summary,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,7702555934,MISSING_FROM_CUBE,,0.835659,,0.393939,,1.000000
cube_grade_summary,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,7891846801,MISSING_FROM_CUBE,,0.815789,,0.090909,,1.000000
