school_id,item_id,item_name,user_uid,question_id,position_number,answer_submission,collapsed_source_rows,distinct_attempts,distinct_items,distinct_sections,kept_attempt_no,kept_points_received,max_points_available,points_lost,points_possible,verdict
019eb11c-413b-7a66-a7d8-a18f14736ede,8118219310,Topic 3,138600397,2212052575,n/a,d. s2 ?  215,2,2,1,1,2,0.0000,1.0000,1.0000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627909,Chapter 2 Test: Multiply by 1-Digit Numbers,134955321,2192252420,n/a,"f. 2,150-23=2,127",2,2,1,1,2,0.0000,1.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627909,Chapter 2 Test: Multiply by 1-Digit Numbers,134955321,2192252420,n/a,"e. 2,150+23=2,173",2,2,1,1,2,0.0000,1.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627909,Chapter 2 Test: Multiply by 1-Digit Numbers,134955321,2192252420,n/a,b. 325×2=650,2,2,1,1,2,0.0000,1.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627909,Chapter 2 Test: Multiply by 1-Digit Numbers,134955321,2192252420,n/a,a. 750-350=400,2,2,1,1,2,0.0000,1.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627909,Chapter 2 Test: Multiply by 1-Digit Numbers,134955348,2192252420,n/a,"c. 750×2=1,500",2,2,1,1,2,3.0000,4.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627909,Chapter 2 Test: Multiply by 1-Digit Numbers,134955348,2192252420,n/a,"d. 650+1,500=2,150",2,2,1,1,2,3.0000,4.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627909,Chapter 2 Test: Multiply by 1-Digit Numbers,134955348,2192252420,n/a,b. 325×2=650,2,2,1,1,2,3.0000,4.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8236188852,Chapter 7 Test: Subtraction Strategies,134955360,2244670457,2,1,2,2,1,1,2,0.0000,1.0000,1.0000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8165582446,Chapter 10 Test: Add and Subtract Fractions,134955421,2223997279,4,n/a,2,2,1,1,3,1.0000,2.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8165582446,Chapter 10 Test: Add and Subtract Fractions,134955421,2223997279,3,n/a,2,2,1,1,3,1.0000,2.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8165582446,Chapter 10 Test: Add and Subtract Fractions,134955421,2223997279,1,<strong>No</strong>,3,3,1,1,3,1.0000,2.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627909,Chapter 2 Test: Multiply by 1-Digit Numbers,134955443,2192252420,n/a,"c. 750×2=1,500",2,2,1,1,2,0.0000,1.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8165582446,Chapter 10 Test: Add and Subtract Fractions,138910491,2223997277,1,,2,2,1,1,2,0.0000,1.0000,1.0000,2.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627909,Chapter 2 Test: Multiply by 1-Digit Numbers,138921987,2192252413,4,n/a,2,2,1,1,2,1.0000,2.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627909,Chapter 2 Test: Multiply by 1-Digit Numbers,138921987,2192252413,1,<strong>False</strong>,2,2,1,1,2,1.0000,2.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627909,Chapter 2 Test: Multiply by 1-Digit Numbers,138921987,2192252413,3,n/a,2,2,1,1,2,1.0000,2.0000,1.0000,4.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928760589,Chapter 10 Test: Addition and Subtraction Relationships,134955400,2163454403,1,n/a,2,2,1,1,2,0.0000,0.8000,0.8000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928760589,Chapter 10 Test: Addition and Subtraction Relationships,134955400,2163454403,5,n/a,2,2,1,1,2,0.0000,0.8000,0.8000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928760589,Chapter 10 Test: Addition and Subtraction Relationships,134955400,2163454403,3,n/a,2,2,1,1,2,0.0000,0.8000,0.8000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-410a-7ffb-86e6-a0294c669670,7628391502,HW 12/10 Spiral Review,56939948,2089378628,1,n/a,2,2,1,1,3,0.2500,1.0000,0.7500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7998804078,Chapter 7 Test: Divide Decimals,134955307,2185503533,4,"<strong>4,860</strong>",2,2,1,1,2,0.2500,1.0000,0.7500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8078663411,Chapter 5 Test: Multiply Decimals and Whole Numbers,134955430,2202978530,4,<strong>9.45</strong>,2,2,1,1,3,0.0000,0.7500,0.7500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-410a-7ffb-86e6-a0294c669670,7628391502,HW 12/10 Spiral Review,56939948,2089378626,1,n/a,2,2,1,1,3,0.3333,1.0000,0.6667,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8344401173,Chapter 12 Test: Geometry: Two-Dimensional Shapes,134955385,2265647310,n/a,d. <https://app.schoology.com/system/files/http%3A/%252Fapp.,2,2,1,1,2,0.0000,0.6667,0.6667,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8344401173,Chapter 12 Test: Geometry: Two-Dimensional Shapes,134955385,2265647310,n/a,b. <https://app.schoology.com/system/files/http%3A/%252Fapp.,2,2,1,1,2,0.0000,0.6667,0.6667,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8078663411,Chapter 5 Test: Multiply Decimals and Whole Numbers,134955430,2202978523,3,n/a,2,2,1,1,3,0.3333,1.0000,0.6667,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413b-7a66-a7d8-a18f14736ede,8241748258,Topic 5,131833921,2245938827,n/a,a. 110 ? 16 = 10h,2,2,1,1,2,0.5000,1.0000,0.5000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413b-7a66-a7d8-a18f14736ede,8241748258,Topic 5,131833921,2245938827,n/a,d. 110 = 16 + 10h,2,2,1,1,2,0.5000,1.0000,0.5000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413b-7a66-a7d8-a18f14736ede,8241749400,Topic 5,131833925,2245938920,n/a,a. 110 ? 16 = 10h,3,3,1,1,3,0.0000,0.5000,0.5000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413b-7a66-a7d8-a18f14736ede,8283391522,Art Everywhere: Module 5 Assessment,131942364,2255445733,n/a,b. description,2,2,1,1,2,0.0000,0.5000,0.5000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8165582446,Chapter 10 Test: Add and Subtract Fractions,134955338,2223997285,1,incorrect,2,2,1,1,2,0.5000,1.0000,0.5000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928760601,Chapter 11 Test: Geometry: Three-Dimensional Solids,134955400,2163454405,2,n/a,2,2,1,1,2,0.0000,0.5000,0.5000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8165582446,Chapter 10 Test: Add and Subtract Fractions,134955530,2223997285,1,incorrect,2,2,1,1,2,0.5000,1.0000,0.5000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7925370852,Module Assessment: Be a Super Citizen,138820627,2162282492,n/a,"b. The next morning, Colton flew to the river.",2,2,1,1,2,0.5000,1.0000,0.5000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8165582446,Chapter 10 Test: Add and Subtract Fractions,138921987,2223997285,1,incorrect,3,3,1,1,3,0.5000,1.0000,0.5000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7998804078,Chapter 7 Test: Divide Decimals,134955307,2185503526,2,<strong>True</strong>,2,2,1,1,2,0.3333,0.6667,0.3334,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7998804078,Chapter 7 Test: Divide Decimals,134955307,2185503526,3,n/a,2,2,1,1,2,0.3333,0.6667,0.3334,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8362714330,Chapter 18 Test: Represent and Interpret Data,134955458,2270144492,n/a,c. There are 5 students who practice more than 6 hours each ,2,2,1,1,2,0.3333,0.6667,0.3334,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-410a-7ffb-86e6-a0294c669670,7628391502,HW 12/10 Spiral Review,56939948,2089378626,3,n/a,2,2,1,1,2,0.6667,1.0000,0.3333,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-410a-7ffb-86e6-a0294c669670,7628391502,HW 12/10 Spiral Review,56939948,2089378626,2,25%,2,2,1,1,2,0.6667,1.0000,0.3333,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413b-7a66-a7d8-a18f14736ede,8095125773,Topic 2,131833913,2206637711,2,7,2,2,1,1,2,0.6667,1.0000,0.3333,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413b-7a66-a7d8-a18f14736ede,8095125773,Topic 2,131833913,2206637711,1,18,2,2,1,1,2,0.6667,1.0000,0.3333,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413b-7a66-a7d8-a18f14736ede,8123427408,Chapter 6 Test: Addition Strategies,132358925,2213143373,3,n/a,2,2,1,1,2,0.0000,0.3333,0.3333,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8362714330,Chapter 18 Test: Represent and Interpret Data,134955336,2270144492,n/a,a. Exactly 6 students practice 1 hour each week.,2,2,1,1,2,0.0000,0.3333,0.3333,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8362714330,Chapter 18 Test: Represent and Interpret Data,134955336,2270144492,n/a,b. There are 3 students who practice exactly 5 hours each we,2,2,1,1,2,0.0000,0.3333,0.3333,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8078663411,Chapter 5 Test: Multiply Decimals and Whole Numbers,134955429,2202978523,2,n/a,2,2,1,1,3,0.0000,0.3333,0.3333,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8078663411,Chapter 5 Test: Multiply Decimals and Whole Numbers,134955429,2202978523,1,<strong>No</strong>,2,2,1,1,3,0.0000,0.3333,0.3333,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413b-7a66-a7d8-a18f14736ede,8241748258,Topic 5,138600398,2245938835,3,,2,2,1,1,2,0.2500,0.5000,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928760601,Chapter 11 Test: Geometry: Three-Dimensional Solids,134955265,2163454405,1,n/a,2,2,1,1,3,0.7500,1.0000,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928760601,Chapter 11 Test: Geometry: Three-Dimensional Solids,134955265,2163454405,2,Both Flat and Curved Surfaces,3,3,1,1,3,0.7500,1.0000,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928760601,Chapter 11 Test: Geometry: Three-Dimensional Solids,134955265,2163454405,3,Both Flat and Curved Surfaces,3,3,1,1,3,0.7500,1.0000,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8086937886,Chapter 6 Test: Multiply Decimals,134955307,2204708029,1,<strong>False</strong>,2,2,1,1,2,0.5000,0.7500,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928762314,Chapter 10 Test: Addition and Subtraction Relationships,134955349,2163454950,3,n/a,2,2,1,1,2,0.2500,0.5000,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928762314,Chapter 10 Test: Addition and Subtraction Relationships,134955349,2163454950,2,<strong>False</strong>,2,2,1,1,2,0.2500,0.5000,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928762314,Chapter 10 Test: Addition and Subtraction Relationships,134955349,2163454950,4,<strong>False</strong>,2,2,1,1,2,0.2500,0.5000,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928760589,Chapter 10 Test: Addition and Subtraction Relationships,134955400,2163454393,4,n/a,2,2,1,1,2,0.0000,0.2500,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928760589,Chapter 10 Test: Addition and Subtraction Relationships,134955400,2163454398,2,n/a,2,2,1,1,2,0.0000,0.2500,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928760589,Chapter 10 Test: Addition and Subtraction Relationships,134955400,2163454393,2,n/a,2,2,1,1,2,0.0000,0.2500,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928760589,Chapter 10 Test: Addition and Subtraction Relationships,134955400,2163454398,4,n/a,2,2,1,1,2,0.0000,0.2500,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928762324,Chapter 11 Test: Geometry: Three-Dimensional Solids,134955448,2163454957,3,Only Flat Surfaces,2,2,1,1,2,0.5000,0.7500,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928762324,Chapter 11 Test: Geometry: Three-Dimensional Solids,134955448,2163454957,2,Both Flat and Curved Surfaces,2,2,1,1,2,0.5000,0.7500,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928762324,Chapter 11 Test: Geometry: Three-Dimensional Solids,134955448,2163454957,1,n/a,2,2,1,1,2,0.5000,0.7500,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,7928762324,Chapter 11 Test: Geometry: Three-Dimensional Solids,134955448,2163454957,4,Both Flat and Curved Surfaces,2,2,1,1,3,0.2500,0.5000,0.2500,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413b-7a66-a7d8-a18f14736ede,8077264048,Chapter 4 Test: Addition Concepts,118931439,2202722374,5,n/a,2,2,1,1,2,0.8000,1.0000,0.2000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413b-7a66-a7d8-a18f14736ede,8077264048,Chapter 4 Test: Addition Concepts,118931439,2202722374,2,4,2,2,1,1,2,0.8000,1.0000,0.2000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413b-7a66-a7d8-a18f14736ede,8077264048,Chapter 4 Test: Addition Concepts,118931439,2202722374,3,5,2,2,1,1,2,0.8000,1.0000,0.2000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413b-7a66-a7d8-a18f14736ede,8077264048,Chapter 4 Test: Addition Concepts,118931439,2202722374,4,4,2,2,1,1,2,0.8000,1.0000,0.2000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627916,Chapter 3 Test: Multiply by 2-Digit Numbers,139014148,2192252430,4,30,2,2,1,1,3,0.8000,1.0000,0.2000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627916,Chapter 3 Test: Multiply by 2-Digit Numbers,139014148,2192252430,3,20,2,2,1,1,3,0.8000,1.0000,0.2000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627916,Chapter 3 Test: Multiply by 2-Digit Numbers,139014148,2192252430,2,6,2,2,1,1,3,0.8000,1.0000,0.2000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-413c-7ed9-872e-0fe5e9a947b6,8027627916,Chapter 3 Test: Multiply by 2-Digit Numbers,139014148,2192252430,1,30,2,2,1,1,3,0.8000,1.0000,0.2000,1.0000,WINNER_KEPT_LOWER_SCORE
019eb11c-410a-7ffb-86e6-a0294c669670,8122018182,Chapter 4 Practice Test #3,110145269,2212794313,2,n/a,3,3,1,1,3,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,8122018182,Chapter 4 Practice Test #3,110145269,2212794317,1,increases,3,3,1,1,3,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,8122018182,Chapter 4 Practice Test #3,110145269,2212794317,2,increases,3,3,1,1,3,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7628391502,HW 12/10 Spiral Review,110145269,2089378620,2,>,2,2,1,1,2,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7801021169,HW 4/11 Chapter 8 Review,113383155,2135716767,1,horizontally,2,2,1,1,2,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7801021169,HW 4/11 Chapter 8 Review,113383155,2135716767,3,vertically,2,2,1,1,2,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7801021169,HW 4/11 Chapter 8 Review,117497317,2135716767,2,vertically,4,4,1,1,4,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7801021169,HW 4/11 Chapter 8 Review,117497317,2135716767,1,horizontally,4,4,1,1,4,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7801021169,HW 4/11 Chapter 8 Review,117497319,2135716323,3,<strong>Quadratic</strong>,4,4,1,1,4,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7801021169,HW 4/11 Chapter 8 Review,117497319,2135716767,3,vertically,4,4,1,1,4,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7801021169,HW 4/11 Chapter 8 Review,117497319,2135716767,2,vertically,4,4,1,1,4,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,8122018182,Chapter 4 Practice Test #3,123362776,2212794313,1,n/a,2,2,1,1,2,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,8122018182,Chapter 4 Practice Test #3,123362776,2212794316,2,increases,2,2,1,1,2,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,8122018182,Chapter 4 Practice Test #3,123362776,2212794316,1,increases,2,2,1,1,2,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,8122018182,Chapter 4 Practice Test #3,123362776,2212794313,3,<strong>Causation</strong>,2,2,1,1,2,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7628391502,HW 12/10 Spiral Review,123362967,2089378620,2,>,3,3,1,1,3,0.6667,0.6667,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,8122018182,Chapter 4 Practice Test #3,123362967,2212794317,1,increases,2,2,1,1,2,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,8122018182,Chapter 4 Practice Test #3,123362967,2212794317,3,not due to,2,2,1,1,2,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7628391502,HW 12/10 Spiral Review,123362967,2089378623,1,45,3,3,1,1,3,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7628391502,HW 12/10 Spiral Review,123362967,2089378626,1,n/a,3,3,1,1,3,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7628391502,HW 12/10 Spiral Review,123362967,2089378628,1,n/a,3,3,1,1,3,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,8122018182,Chapter 4 Practice Test #3,123362967,2212794316,1,increases,2,2,1,1,2,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7628347421,HW 12/10 Spiral Review,126606628,2089350320,1,3,4,4,1,1,4,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7628347421,HW 12/10 Spiral Review,126606628,2089350320,2,7,4,4,1,1,4,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7801021169,HW 4/11 Chapter 8 Review,130313961,2135716763,3,<strong>False</strong>,3,3,1,1,3,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7801021169,HW 4/11 Chapter 8 Review,130313961,2135716767,3,vertically,3,3,1,1,3,1.0000,1.0000,0.0000,1.0000,winner_is_max
019eb11c-410a-7ffb-86e6-a0294c669670,7801021169,HW 4/11 Chapter 8 Review,130313961,2135716763,1,n/a,3,3,1,1,3,1.0000,1.0000,0.0000,1.0000,winner_is_max
