school_name,item_id,item_name,user_uid,question_id,position_number,answer_submission,rows_in_partition,distinct_orderkey,distinct_submission_grade,submission,points_received,points_possible,keep_determinism
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123325916,2156448417,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123325916,2156448417,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123325916,2156448417,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123326289,2156448417,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123326289,2156448417,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123326289,2156448417,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123326290,2156448417,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123326290,2156448417,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123326290,2156448417,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123361647,2156448417,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123361647,2156448417,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123361647,2156448417,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123553968,2156448417,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123553968,2156448417,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,123553968,2156448417,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,125287571,2156448417,2,25 ¢,2,1,1,1,0.3333,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,125287571,2156448417,1,n/a,2,1,1,1,0.3333,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,125287571,2156448417,3,62 ¢,2,1,1,1,0.3333,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,131695161,2156448417,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,131695161,2156448417,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,131695161,2156448417,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,132352826,2156448417,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,132352826,2156448417,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,132352826,2156448417,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,134917827,2156448417,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,134917827,2156448417,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,134917827,2156448417,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,137429905,2156448417,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,137429905,2156448417,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,137429905,2156448417,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,137429909,2156448417,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,137429909,2156448417,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,137429909,2156448417,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,137430923,2156448417,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,137430923,2156448417,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,137430923,2156448417,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,138670197,2156448417,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,138670197,2156448417,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893397296,Chapter 11,138670197,2156448417,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,117456243,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,117456243,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,117456243,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,117456247,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,117456247,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,117456247,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123325912,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123325912,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123325912,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123326337,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123326337,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123326337,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123326340,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123326340,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123326340,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123326341,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123326341,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123326341,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123361650,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123361650,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123361650,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123361671,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123361671,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123361671,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123361678,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123361678,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123361678,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123361703,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123361703,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123361703,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123565731,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123565731,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,123565731,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,124695264,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,124695264,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,124695264,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,125274084,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,125274084,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,125274084,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,125287572,2156448823,2,62 ¢,2,1,1,1,0.3333,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,125287572,2156448823,3,n/a,2,1,1,1,0.3333,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,125287572,2156448823,1,25 ¢,2,1,1,1,0.3333,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,131695157,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,131695157,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,131695157,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,131695591,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,131695591,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,131695591,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,137429908,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,137429908,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,137429908,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,137429910,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,137429910,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,137429910,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,137857451,2156448823,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,137857451,2156448823,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,137857451,2156448823,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,141677198,2156448823,3,n/a,2,1,1,1,0.6667,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,141677198,2156448823,2,62 ¢,2,1,1,1,0.6667,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893398191,Chapter 11,141677198,2156448823,1,n/a,2,1,1,1,0.6667,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,117456245,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,117456245,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,117456245,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,117493728,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,117493728,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,117493728,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326339,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326339,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326339,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326346,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326346,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326346,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326449,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326449,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326449,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326459,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326459,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326459,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326468,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326468,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123326468,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361642,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361642,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361642,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361670,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361670,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361670,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361674,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361674,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361674,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361676,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361676,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361676,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361705,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361705,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,123361705,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,131695164,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,131695164,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,131695164,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,131863005,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,131863005,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,131863005,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,137429907,2156449178,1,n/a,2,1,1,1,0.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,137429907,2156449178,3,n/a,2,1,1,1,0.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,137429907,2156449178,2,n/a,2,1,1,1,0.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,137430924,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,137430924,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,137430924,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,137573733,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,137573733,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,137573733,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,141306478,2156449178,1,n/a,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,141306478,2156449178,3,25 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,7893399559,Chapter 11,141306478,2156449178,2,62 ¢,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
Athenian Academy of Technology and the Arts,8029075849,Module 10 Test,100886683,2192554619,2,<strong><em>x</em> = 6</strong>,2,1,1,1,1.0000,1.0000,ARBITRARY_KEEP_score_identical
