school_id,kind,item_name,item_a,item_b,nq,shared_students,subjects,grade_pairs,type_pairs,any_cross_grade,any_cross_session
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 5 Benchmark Test: Matter,7466000204,7892353994,10,2,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 5 Benchmark Test: Matter,7466000204,7892354340,10,2,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 5 Benchmark Test: Matter,7466003805,7892353582,10,2,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 6 Benchmark Test: Energy,7466000206,7892353995,10,2,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 6 Benchmark Test: Energy,7466000206,7892354341,10,2,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 6 Benchmark Test: Energy,7466003807,7892353587,10,2,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: There's Only One Me!,7337898904,7892345739,13,2,ELA,Grade K~Grade K,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: There's Only One Me!,7337898904,7892345930,13,2,ELA,Grade K~Grade K,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Benchmark Test: Plants,7466000202,7892354338,9,2,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 7 Benchmark Test: Motion,7466000209,7892353996,10,2,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 7 Benchmark Test: Motion,7466000209,7892354342,10,2,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: There's Only One Me!,7337899636,7892344277,13,2,ELA,Grade K~Grade K,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Unit 3 Benchmark Test: Plants,7466003801,7892353570,9,2,Science,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,My Community Heroes: Weekly Assessment: Week 1,7337898923,7892345931,5,2,ELA,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 13,7661451533,7893366852,17,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 13,7661452060,7893372480,17,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 2,7337912343,7893372417,21,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 2,7337912563,7893372417,21,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 7,7487983951,7893398185,20,1,Math,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 7,7487983951,7893399553,20,1,Math,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 7,7487987761,7893399553,20,1,Math,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 7,7487995592,7893398185,20,1,Math,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 8,7488132857,7893399556,20,1,Math,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 8,7488134302,7893399556,20,1,Math,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 9,7661450418,7893366846,20,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 9,7661450418,7893372457,20,1,Math,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 9,7661451529,7893366846,20,1,Math,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Chapter 9,7661452055,7893372457,20,1,Math,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Curious About Kindergarten: Weekly Assessment: Week 2,7337898802,7892345731,10,1,ELA,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 1,7334678180,7892328238,13,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 1,7334678180,7892329599,13,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 1,7334679791,7892328238,13,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 1,7334680779,7892329599,13,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 2,7334678220,7892328242,18,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 2,7334678220,7892329600,18,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 2,7334679809,7892328242,18,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 2,7334680804,7892329600,18,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 3,7334679836,7799429732,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,f
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 3,7799429096,7892328243,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 3,7799429096,7892329601,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 3,7799429732,7892328243,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Everyone Has a Story: Weekly Assessment: Week 3,7799430645,7892329601,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Lead the Way: Weekly Assessment: Week 3,7334678025,7892328232,13,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Lead the Way: Weekly Assessment: Week 3,7334678025,7892329593,13,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Lead the Way: Weekly Assessment: Week 3,7334679663,7892328232,13,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Lead the Way: Weekly Assessment: Week 3,7334680643,7892329593,13,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Meet in the Middle: Weekly Assessment: Week 1,7334677836,7892328222,13,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Meet in the Middle: Weekly Assessment: Week 1,7334677836,7892329536,13,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Meet in the Middle: Weekly Assessment: Week 1,7334679341,7892328222,13,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Meet in the Middle: Weekly Assessment: Week 1,7334680430,7892329536,13,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Meet in the Middle: Weekly Assessment: Week 3,7334677866,7892328224,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Meet in the Middle: Weekly Assessment: Week 3,7334677866,7892329547,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Meet in the Middle: Weekly Assessment: Week 3,7334679392,7892328224,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Meet in the Middle: Weekly Assessment: Week 3,7334680475,7892329547,14,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 1 Week 1 Vocabulary,7961702243,8016288394,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,f
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 4 Week 2 Vocabulary Quiz,7613262289,8149991919,8,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 4 Week 2 Vocabulary Quiz,7620435745,8146030084,8,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 4 Week 2 Vocabulary Quiz,7622533093,8146030084,8,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 4 Week 2 Vocabulary Quiz,7622533093,8149991919,8,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 4 Week 3 Vocabulary Quiz,7445551763,8192621580,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 4 Week 3 Vocabulary Quiz,7643882891,8190679243,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 4 Week 3 Vocabulary Quiz,7664234044,8190679243,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 4 Week 3 Vocabulary Quiz,7664234044,8192621580,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 5 Test,8029075760,8029076040,20,1,Math,Grade 6~Grade 6,Lesson  Assessments~Lesson  Assessments,f,f
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 5 Week 1 Vocabulary Quiz,7680381708,8216822379,2,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 5 Week 1 Vocabulary Quiz,7687690534,8216822379,2,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 5 Week 1 Vocabulary Quiz,7687690534,8226189913,2,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 5 Week 1 Vocabulary Quiz,7688548295,8226189913,2,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 5 Week 3 Vocabulary Quiz,7445551766,8247747860,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 5 Week 3 Vocabulary Quiz,7703356116,8246259769,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 5 Week 3 Vocabulary Quiz,7712379157,8246259769,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 5 Week 3 Vocabulary Quiz,7712379157,8247747860,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 6 Week 1 Vocabulary Quiz,7445551767,8265249064,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 6 Week 1 Vocabulary Quiz,7730750812,8265152991,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 6 Week 1 Vocabulary Quiz,7730951517,8265152991,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 6 Week 1 Vocabulary Quiz,7730951517,8265249064,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 7 Week 1 Vocabulary Quiz,7445551771,8293643260,2,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 7 Week 1 Vocabulary Quiz,7779651289,8287502207,2,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 7 Week 1 Vocabulary Quiz,7780024165,8287502207,2,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 7 Week 1 Vocabulary Quiz,7780024165,8293643260,2,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 7 Week 2 Vocabulary Quiz,7445551772,7445551773,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,f
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 7 Week 2 Vocabulary Quiz,7445551772,8318959140,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 7 Week 2 Vocabulary Quiz,7787916956,8298693160,2,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 7 Week 2 Vocabulary Quiz,7787916956,8318959140,2,1,ELA,Grade 2~Grade 2,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 7 Week 2 Vocabulary Quiz,7787922452,8298693160,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 8 Week 1 Vocabulary Quiz,7809597161,8336110460,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 8 Week 1 Vocabulary Quiz,7814550280,8336110460,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 8 Week 1 Vocabulary Quiz,7814550280,8352608363,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module 8 Week 1 Vocabulary Quiz,7814632187,8352608363,2,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Amazing Animals,7334632560,7892309809,17,1,ELA,Grade 1~Grade 1,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Amazing Animals,7334633763,7892309637,17,1,ELA,Grade 1~Grade 1,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Amazing Animals,7334635009,7892309637,17,1,ELA,Grade 1~Grade 1,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Amazing Animals,7334635009,7892309809,17,1,ELA,Grade 1~Grade 1,Unit-Chap  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Better Together,7334632708,7892309816,17,1,ELA,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Better Together,7334633878,7892309641,17,1,ELA,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Better Together,7334635166,7892309816,17,1,ELA,Grade 1~Grade 1,Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Celebrate America,7334633019,7892309841,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Celebrate America,7334634189,7892309649,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Celebrate America,7334635604,7892309649,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Celebrate America,7334635604,7892309841,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Celebrate America,7334635604,7892310103,17,1,ELA,Grade 1~Grade 1,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Everyone Has a Story,7799429734,7892328244,16,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Everyone Has a Story,7799430649,7892329602,16,1,ELA,Grade 2~Grade 2,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Happy Healthy Me,7337899019,7892345754,14,1,ELA,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
019eb11c-410a-7ffb-86e6-a0294c669670,cross-item,Module Assessment: Happy Healthy Me,7337899799,7892344287,14,1,ELA,Grade K~Grade K,Lesson  Assessments~Lesson  Assessments,f,t
