cube,kind,school_id,subject_id,item_id,cube_id_hash_mismatch,cube_grade_avg,fact_grade_avg,cube_grade_min,fact_grade_min,cube_grade_max,fact_grade_max,school_name,item_name,subject,grade
cube_grade_summary,MISSING_FROM_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,8336110460,f,,0.862500,,0.562500,,1.000000,Athenian Academy of Technology and the Arts,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2
cube_grade_summary,MISSING_FROM_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,7624644120,f,,0.646617,,0.000000,,1.000000,Athenian Academy of Technology and the Arts,12/09 8.6 Homework,Math,Grade 4
cube_grade_summary,MISSING_FROM_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,7687663925,f,,0.900985,,0.605263,,1.000000,Athenian Academy of Technology and the Arts,Chapter 16,Math,Grade 2
cube_grade_summary,MISSING_FROM_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,7687678128,f,,0.890136,,0.666667,,1.000000,Athenian Academy of Technology and the Arts,Chapter 16,Math,Grade 2
cube_grade_summary,MISSING_FROM_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,7615829935,f,,0.537420,,0.000000,,0.857143,Athenian Academy of Technology and the Arts,12/05 8.4 Homework,Math,Grade 4
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,,t,0.925208,,0.842105,,1.000000,,Athenian Academy of Technology and the Arts,,Math,Grade K
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,7702561239,t,0.925208,,0.842105,,1.000000,,Athenian Academy of Technology and the Arts,Chapter 18,Math,Grade K
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,259ba97a7f99d495817938642328653a9091652ba10e466d49fe83701079f1db,,t,0.821053,,0.028571,,1.000000,,Athenian Academy of Technology and the Arts,,ELA,Grade 3
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,259ba97a7f99d495817938642328653a9091652ba10e466d49fe83701079f1db,7620225345,t,0.821053,,0.028571,,1.000000,,Athenian Academy of Technology and the Arts,M4W2  Vocabulary Quiz,ELA,Grade 3
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,2d13c6b9ee88333b837d57eda60e063f4fe154254e914f9a543301178f723fb8,,t,0.822368,,0.250000,,1.000000,,Athenian Academy of Technology and the Arts,,ELA,Grade 4
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,2d13c6b9ee88333b837d57eda60e063f4fe154254e914f9a543301178f723fb8,7613842590,t,0.822368,,0.250000,,1.000000,,Athenian Academy of Technology and the Arts,12/5 Reading Classwork,ELA,Grade 4
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,,t,0.835659,,0.393939,,1.000000,,Athenian Academy of Technology and the Arts,,Math,Grade 5
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,7702555934,t,0.835659,,0.393939,,1.000000,,Athenian Academy of Technology and the Arts,Chapter 18,Math,Grade 5
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,5e80a05c31bd43ba9d7fdab5bbd4a8051c7db2a1efbc9aacb0f6d723d4721f19,,t,0.681684,,0.285714,,1.000000,,Athenian Academy of Technology and the Arts,,Math,Grade 1
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,5e80a05c31bd43ba9d7fdab5bbd4a8051c7db2a1efbc9aacb0f6d723d4721f19,8346484076,t,0.681684,,0.285714,,1.000000,,Athenian Academy of Technology and the Arts,Classwork End of Year Test,Math,Grade 1
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,,t,0.852941,,0.625000,,1.000000,,Athenian Academy of Technology and the Arts,,Math,Grade 3
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,7637896011,t,0.852941,,0.625000,,1.000000,,Athenian Academy of Technology and the Arts,Adding and Subtracting Money - 12/16/24,Math,Grade 3
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,685d58d64f3e9df29c19cb3cd82479a5d13aab49c93aae4f3703a64cfdb9120c,,t,0.729535,,0.139535,,1.000000,,Athenian Academy of Technology and the Arts,,Math,Grade 1
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,685d58d64f3e9df29c19cb3cd82479a5d13aab49c93aae4f3703a64cfdb9120c,7893373621,t,0.729535,,0.139535,,1.000000,,Athenian Academy of Technology and the Arts,Chapter 2,Math,Grade 1
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,69f84f043bcac55206c6b1c01aa2835e2dd1fab62ee36b8903b4f27cba8813d7,,t,0.833333,,0.400000,,1.000000,,Athenian Academy of Technology and the Arts,,ELA,Grade 4
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,69f84f043bcac55206c6b1c01aa2835e2dd1fab62ee36b8903b4f27cba8813d7,7625528258,t,0.833333,,0.400000,,1.000000,,Athenian Academy of Technology and the Arts,12/9 Reading Classwork,ELA,Grade 4
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,,t,0.956790,,0.777778,,1.000000,,Athenian Academy of Technology and the Arts,,ELA,Grade 5
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,7598715892,t,0.956790,,0.777778,,1.000000,,Athenian Academy of Technology and the Arts,M4W2 Vocabulary Quiz,ELA,Grade 5
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,,t,0.704098,,0.153846,,1.000000,,Athenian Academy of Technology and the Arts,,ELA,Grade 2
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,7334679341,t,0.704098,,0.153846,,1.000000,,Athenian Academy of Technology and the Arts,Meet in the Middle: Weekly Assessment: Week 1,ELA,Grade 2
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,,t,0.862500,,0.562500,,1.000000,,Athenian Academy of Technology and the Arts,,ELA,Grade 2
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,8336110460,t,0.862500,,0.562500,,1.000000,,Athenian Academy of Technology and the Arts,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,,t,0.646617,,0.000000,,1.000000,,Athenian Academy of Technology and the Arts,,Math,Grade 4
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,7624644120,t,0.646617,,0.000000,,1.000000,,Athenian Academy of Technology and the Arts,12/09 8.6 Homework,Math,Grade 4
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,,t,0.895275,,0.605263,,1.000000,,Athenian Academy of Technology and the Arts,,Math,Grade 2
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,7687663925,t,0.900985,,0.605263,,1.000000,,Athenian Academy of Technology and the Arts,Chapter 16,Math,Grade 2
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,7687678128,t,0.890136,,0.666667,,1.000000,,Athenian Academy of Technology and the Arts,Chapter 16,Math,Grade 2
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,,t,0.537420,,0.000000,,0.857143,,Athenian Academy of Technology and the Arts,,Math,Grade 4
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,7615829935,t,0.537420,,0.000000,,0.857143,,Athenian Academy of Technology and the Arts,12/05 8.4 Homework,Math,Grade 4
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,253cf1d595e25c76b7c0f8df69e24fc5920a0b1e07f73512a6caddc19a6d5403,,f,0.881579,0.895629,0.684211,0.684211,1.000000,1.000000,Athenian Academy of Technology and the Arts,,Math,Grade K
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,259ba97a7f99d495817938642328653a9091652ba10e466d49fe83701079f1db,,f,0.937594,0.898747,0.619048,0.028571,1.000000,1.000000,Athenian Academy of Technology and the Arts,,ELA,Grade 3
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,2d13c6b9ee88333b837d57eda60e063f4fe154254e914f9a543301178f723fb8,,f,0.869048,0.846875,0.500000,0.250000,1.000000,1.000000,Athenian Academy of Technology and the Arts,,ELA,Grade 4
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,3b783afe7d3956fcd19dafa6ad0feececa7b2cabcb31a0ed68daef9b10db5377,,f,0.892214,0.863936,0.580645,0.393939,1.000000,1.000000,Athenian Academy of Technology and the Arts,,Math,Grade 5
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,5e80a05c31bd43ba9d7fdab5bbd4a8051c7db2a1efbc9aacb0f6d723d4721f19,,f,0.632410,0.654453,0.285714,0.285714,0.964286,1.000000,Athenian Academy of Technology and the Arts,,Math,Grade 1
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,624e89a8f7bc9b0ed781a8f4fe30316afc70591b633db10549fce4ab1e94e5c8,,f,0.807432,0.821759,0.375000,0.375000,1.000000,1.000000,Athenian Academy of Technology and the Arts,,Math,Grade 3
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,685d58d64f3e9df29c19cb3cd82479a5d13aab49c93aae4f3703a64cfdb9120c,,f,0.874175,0.827517,0.295452,0.139535,1.000000,1.000000,Athenian Academy of Technology and the Arts,,Math,Grade 1
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,69f84f043bcac55206c6b1c01aa2835e2dd1fab62ee36b8903b4f27cba8813d7,,f,0.800000,0.831579,0.800000,0.400000,0.800000,1.000000,Athenian Academy of Technology and the Arts,,ELA,Grade 4
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,,f,0.988889,0.973684,0.777778,0.777778,1.000000,1.000000,Athenian Academy of Technology and the Arts,,ELA,Grade 5
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,,f,0.735653,0.725944,0.357143,0.153846,1.000000,1.000000,Athenian Academy of Technology and the Arts,,ELA,Grade 2
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,,f,0.913194,0.895089,0.250000,0.250000,1.000000,1.000000,Athenian Academy of Technology and the Arts,,ELA,Grade 2
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,,f,0.777778,0.710425,0.000000,0.000000,1.000000,1.000000,Athenian Academy of Technology and the Arts,,Math,Grade 4
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,,f,0.895139,0.895236,0.666667,0.605263,1.000000,1.000000,Athenian Academy of Technology and the Arts,,Math,Grade 2
cube_grade_summary,VALUE_DRIFT,019eb11c-410a-7ffb-86e6-a0294c669670,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,,f,0.521504,0.529656,0.000000,0.000000,1.000000,1.000000,Athenian Academy of Technology and the Arts,,Math,Grade 4
cube_grade_summary,MISSING_FROM_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,7891846801,f,,0.815789,,0.090909,,1.000000,Central Florida Preparatory School,Unit 7 Benchmark Test: Working With Electricity,Science,Grade 5
cube_grade_summary,MISSING_FROM_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,7891794271,f,,0.641176,,0.400000,,1.000000,Central Florida Preparatory School,Unit 8 Test: Classifying Plants and Animals,Science,Grade 3
cube_grade_summary,MISSING_FROM_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,7891742813,f,,0.810458,,0.388889,,1.000000,Central Florida Preparatory School,Unit 8 Test: Forces and Motion,Science,Grade 2
cube_grade_summary,MISSING_FROM_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,7806926683,f,,0.739242,,0.600000,,1.000000,Central Florida Preparatory School,Home Sweet Habitat: Weekly Assessment: Week 1,ELA,Grade 2
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,,t,0.786364,,0.090909,,1.000000,,Central Florida Preparatory School,,Science,Grade 5
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,7891846801,t,0.815789,,0.090909,,1.000000,,Central Florida Preparatory School,Unit 7 Benchmark Test: Working With Electricity,Science,Grade 5
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,7997342490,t,0.227273,,0.227273,,0.227273,,Central Florida Preparatory School,Unit 7 Benchmark Test: Working With Electricity,Science,Grade 5
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,,t,0.641176,,0.400000,,1.000000,,Central Florida Preparatory School,,Science,Grade 3
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,7891794271,t,0.641176,,0.400000,,1.000000,,Central Florida Preparatory School,Unit 8 Test: Classifying Plants and Animals,Science,Grade 3
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,,t,0.810458,,0.388889,,1.000000,,Central Florida Preparatory School,,Science,Grade 2
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,7891742813,t,0.810458,,0.388889,,1.000000,,Central Florida Preparatory School,Unit 8 Test: Forces and Motion,Science,Grade 2
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,,t,0.739242,,0.600000,,1.000000,,Central Florida Preparatory School,,ELA,Grade 2
cube_grade_summary,STALE_EXTRA_IN_CUBE,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,7806926683,t,0.739242,,0.600000,,1.000000,,Central Florida Preparatory School,Home Sweet Habitat: Weekly Assessment: Week 1,ELA,Grade 2
cube_grade_summary,VALUE_DRIFT,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,,f,0.796309,0.791209,0.409091,0.090909,0.909091,1.000000,Central Florida Preparatory School,,Science,Grade 5
cube_grade_summary,VALUE_DRIFT,019eb11c-413b-7a66-a7d8-a18f14736ede,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,7997342490,f,0.796309,0.767857,0.409091,0.227273,0.909091,0.909091,Central Florida Preparatory School,Unit 7 Benchmark Test: Working With Electricity,Science,Grade 5
cube_grade_summary,VALUE_DRIFT,019eb11c-413b-7a66-a7d8-a18f14736ede,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,,f,0.700000,0.672973,0.300000,0.300000,0.900000,1.000000,Central Florida Preparatory School,,Science,Grade 3
cube_grade_summary,VALUE_DRIFT,019eb11c-413b-7a66-a7d8-a18f14736ede,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,,f,0.850000,0.835697,0.333333,0.333333,1.000000,1.000000,Central Florida Preparatory School,,Science,Grade 2
cube_grade_summary,VALUE_DRIFT,019eb11c-413b-7a66-a7d8-a18f14736ede,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,,f,0.752436,0.748253,0.222222,0.222222,1.000000,1.000000,Central Florida Preparatory School,,ELA,Grade 2
