"Item ID","Item Name","Question ID","Associated Question ID","Total Points","Question Type",Question,"Position Number",Sub-Question,"Answer Option","Answer Breakdown","Answer Breakdown","Correct Answer","Correctly Answered","Most Points Earned","Least Points Earned","Average Points Earned",Standards,Standards
7893399569,"Chapter 17",2156449282,,1,"Fill in the Blank"," Max made this graph to show some children’s favorite kinds of movies. <https://app.schoology.com/system/files/http%3A/%252Fapp.schoology.com/system/files/attachments/page_embeds/m/2022-07/793184_62c44e7a55e8c.gif> How many children like cartoons best? Enter the answer in the box.  _  ",1,n/a,4,1,0.05,6,0.85,1,0,0.85,MA.2.DP.1.2
7893399569,"Chapter 17",2156449282,,1,"Fill in the Blank"," Max made this graph to show some children’s favorite kinds of movies. <https://app.schoology.com/system/files/http%3A/%252Fapp.schoology.com/system/files/attachments/page_embeds/m/2022-07/793184_62c44e7a55e8c.gif> How many children like cartoons best? Enter the answer in the box.  _  ",1,n/a,animal,1,0.05,6,0.85,1,0,0.85,MA.2.DP.1.2
7893399569,"Chapter 17",2156449282,,1,"Fill in the Blank"," Max made this graph to show some children’s favorite kinds of movies. <https://app.schoology.com/system/files/http%3A/%252Fapp.schoology.com/system/files/attachments/page_embeds/m/2022-07/793184_62c44e7a55e8c.gif> How many children like cartoons best? Enter the answer in the box.  _  ",1,n/a,Animal,1,0.05,6,0.85,1,0,0.85,MA.2.DP.1.2
7893399569,"Chapter 17",2156449283,,1,"Fill in the Blank","Use the graph to answer the following question. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.07.52_PM_64470bd942b49.png>  The number of people that chose green equals the number of people that chose blue and red. Where would would we shade the bar for green to, to show the correct number of people?  _ people",1,n/a,7,18,0.9,7,0.9,1,0,0.9,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449283,,1,"Fill in the Blank","Use the graph to answer the following question. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.07.52_PM_64470bd942b49.png>  The number of people that chose green equals the number of people that chose blue and red. Where would would we shade the bar for green to, to show the correct number of people?  _ people",1,n/a,13,1,0.05,7,0.9,1,0,0.9,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449283,,1,"Fill in the Blank","Use the graph to answer the following question. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.07.52_PM_64470bd942b49.png>  The number of people that chose green equals the number of people that chose blue and red. Where would would we shade the bar for green to, to show the correct number of people?  _ people",1,n/a,2,1,0.05,7,0.9,1,0,0.9,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449284,,1,"Multiple Choice","Use the pictograph to answer the following questions: <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_64470ef3ca6a6.png> How many bees were in the garden?",n/a,n/a,"a. 3",1,0.05,"b. 30",0.95,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449284,,1,"Multiple Choice","Use the pictograph to answer the following questions: <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_64470ef3ca6a6.png> How many bees were in the garden?",n/a,n/a,"b. 30",19,0.95,"b. 30",0.95,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449284,,1,"Multiple Choice","Use the pictograph to answer the following questions: <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_64470ef3ca6a6.png> How many bees were in the garden?",n/a,n/a,"c. 20",0,0,"b. 30",0.95,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449284,,1,"Multiple Choice","Use the pictograph to answer the following questions: <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_64470ef3ca6a6.png> How many bees were in the garden?",n/a,n/a,"d. 40",0,0,"b. 30",0.95,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449285,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_6447105ec4a81.png> How many more butterflies than dragonflies were seen in the garden?",n/a,n/a,"a. 40",1,0.05,"c. 30",0.9,1,0,0.9,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449285,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_6447105ec4a81.png> How many more butterflies than dragonflies were seen in the garden?",n/a,n/a,"b. 4",1,0.05,"c. 30",0.9,1,0,0.9,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449285,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_6447105ec4a81.png> How many more butterflies than dragonflies were seen in the garden?",n/a,n/a,"c. 30",18,0.9,"c. 30",0.9,1,0,0.9,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449285,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_6447105ec4a81.png> How many more butterflies than dragonflies were seen in the garden?",n/a,n/a,"d. 3",0,0,"c. 30",0.9,1,0,0.9,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449286,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_64470fc56a142.png> How many butterflies were seen in the garden?",n/a,n/a,"a. 4",1,0.05,"b. 40",0.95,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449286,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_64470fc56a142.png> How many butterflies were seen in the garden?",n/a,n/a,"b. 40",19,0.95,"b. 40",0.95,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449286,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_64470fc56a142.png> How many butterflies were seen in the garden?",n/a,n/a,"c. 50",0,0,"b. 40",0.95,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449286,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_64470fc56a142.png> How many butterflies were seen in the garden?",n/a,n/a,"d. 5",0,0,"b. 40",0.95,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449287,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_64471164e27a1.png> How many bees and ladybugs were seen in her garden?",n/a,n/a,"a. 5",1,0.05,"b. 50",0.8,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449287,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_64471164e27a1.png> How many bees and ladybugs were seen in her garden?",n/a,n/a,"b. 50",16,0.8,"b. 50",0.8,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449287,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_64471164e27a1.png> How many bees and ladybugs were seen in her garden?",n/a,n/a,"c. 4",0,0,"b. 50",0.8,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449287,,1,"Multiple Choice","  <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.20.22_PM_64471164e27a1.png> How many bees and ladybugs were seen in her garden?",n/a,n/a,"d. 50",3,0.15,"b. 50",0.8,1,0,0.95,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449288,,1,"Multiple Choice","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.35.02_PM_64471336432a9.png> Which pet did only 5 students like the most?",n/a,n/a,"a. bird",0,0,"d. fish",1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449288,,1,"Multiple Choice","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.35.02_PM_64471336432a9.png> Which pet did only 5 students like the most?",n/a,n/a,"b. cat",0,0,"d. fish",1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449288,,1,"Multiple Choice","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.35.02_PM_64471336432a9.png> Which pet did only 5 students like the most?",n/a,n/a,"c. dog ",0,0,"d. fish",1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449288,,1,"Multiple Choice","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.35.02_PM_64471336432a9.png> Which pet did only 5 students like the most?",n/a,n/a,"d. fish",20,1,"d. fish",1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449289,,1,"Multiple Choice","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.35.02_PM_6447123f67309.png> What animal did only 5 students like?",n/a,n/a,"a. bird",0,0,"d. fish",1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449289,,1,"Multiple Choice","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.35.02_PM_6447123f67309.png> What animal did only 5 students like?",n/a,n/a,"b. cat",0,0,"d. fish",1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449289,,1,"Multiple Choice","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.35.02_PM_6447123f67309.png> What animal did only 5 students like?",n/a,n/a,"c. dog",0,0,"d. fish",1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449289,,1,"Multiple Choice","<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_7.35.02_PM_6447123f67309.png> What animal did only 5 students like?",n/a,n/a,"d. fish",20,1,"d. fish",1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449290,,1,"Multiple Choice","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_644718a1b36d1.png> How many students chose cats and dogs?  ",n/a,n/a,"a. 20",2,0.1,"c. 40",0.85,1,0,0.85,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449290,,1,"Multiple Choice","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_644718a1b36d1.png> How many students chose cats and dogs?  ",n/a,n/a,"b. 30",1,0.05,"c. 40",0.85,1,0,0.85,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449290,,1,"Multiple Choice","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_644718a1b36d1.png> How many students chose cats and dogs?  ",n/a,n/a,"c. 40",17,0.85,"c. 40",0.85,1,0,0.85,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449290,,1,"Multiple Choice","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_644718a1b36d1.png> How many students chose cats and dogs?  ",n/a,n/a,"d. 50",0,0,"c. 40",0.85,1,0,0.85,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449291,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_6447197c9c392.png> How many more students chose birds than fish? _ students",1,n/a,5,20,1,5,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449292,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_64471a580677e.png> How many students chose cats, birds, and fish? _ students",1,n/a,35,17,0.85,35,0.85,1,0,0.85,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449292,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_64471a580677e.png> How many students chose cats, birds, and fish? _ students",1,n/a,45,1,0.05,35,0.85,1,0,0.85,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449292,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_64471a580677e.png> How many students chose cats, birds, and fish? _ students",1,n/a,25,1,0.05,35,0.85,1,0,0.85,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449292,,1,"Fill in the Blank","Mr. Peters asked his students about their favorite pet. <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.02.17_PM_64471a580677e.png> How many students chose cats, birds, and fish? _ students",1,n/a,40,1,0.05,35,0.85,1,0,0.85,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449293,,1,Matching,"Greg asked his classmates which indoor game was their favorite.  Using the data provided fill in the tally chart. board......5 students card.....4 students computer.....6 students puzzle.....3 students <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.21.32_PM_64471d1f3481c.png>",1,board,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.41_PM_64471da9f30cc.png>,20,1,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.41_PM_64471da9f30cc.png>,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449293,,1,Matching,"Greg asked his classmates which indoor game was their favorite.  Using the data provided fill in the tally chart. board......5 students card.....4 students computer.....6 students puzzle.....3 students <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.21.32_PM_64471d1f3481c.png>",1,board,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.14_PM_64471e19199d5.png>,0,0,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.41_PM_64471da9f30cc.png>,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449293,,1,Matching,"Greg asked his classmates which indoor game was their favorite.  Using the data provided fill in the tally chart. board......5 students card.....4 students computer.....6 students puzzle.....3 students <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.21.32_PM_64471d1f3481c.png>",1,board,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.25_PM_64471dce33b5b.png>,0,0,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.41_PM_64471da9f30cc.png>,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449293,,1,Matching,"Greg asked his classmates which indoor game was their favorite.  Using the data provided fill in the tally chart. board......5 students card.....4 students computer.....6 students puzzle.....3 students <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.21.32_PM_64471d1f3481c.png>",1,board,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.28.52_PM_64471edc0a56a.png>,0,0,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.41_PM_64471da9f30cc.png>,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449293,,1,Matching,"Greg asked his classmates which indoor game was their favorite.  Using the data provided fill in the tally chart. board......5 students card.....4 students computer.....6 students puzzle.....3 students <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.21.32_PM_64471d1f3481c.png>",2,card,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.41_PM_64471da9f30cc.png>,0,0,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.14_PM_64471e19199d5.png>,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449293,,1,Matching,"Greg asked his classmates which indoor game was their favorite.  Using the data provided fill in the tally chart. board......5 students card.....4 students computer.....6 students puzzle.....3 students <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.21.32_PM_64471d1f3481c.png>",2,card,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.14_PM_64471e19199d5.png>,20,1,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.14_PM_64471e19199d5.png>,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449293,,1,Matching,"Greg asked his classmates which indoor game was their favorite.  Using the data provided fill in the tally chart. board......5 students card.....4 students computer.....6 students puzzle.....3 students <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.21.32_PM_64471d1f3481c.png>",2,card,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.25_PM_64471dce33b5b.png>,0,0,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.14_PM_64471e19199d5.png>,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
7893399569,"Chapter 17",2156449293,,1,Matching,"Greg asked his classmates which indoor game was their favorite.  Using the data provided fill in the tally chart. board......5 students card.....4 students computer.....6 students puzzle.....3 students <https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.21.32_PM_64471d1f3481c.png>",2,card,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.28.52_PM_64471edc0a56a.png>,0,0,<https://app.schoology.com/system/files/https%3A/%252Faaota.schoology.com/system/files/attachments/page_embeds/m/2023-04/Screenshot_2023-04-24_at_8.23.14_PM_64471e19199d5.png>,1,1,1,1,MA.2.DP.1.2,MA.2.DP.1.1
