Identifier,Strand,strand_ID,ID
126c2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",ab022dc9845344091b967adb1f737c30aacd3ef3898d6c56ba12883c5616fe50,1690
f7c1b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",bb8ddb64339c4b4801eda601b60fa3f74645a189075e55e50dca9abe1b0dfaa4,1704
10b92b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",045bda3dedfb8cd380529b98fd4ed8c11bb980480762d3f3e8948ba49d7d6b32,1705
10562b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",0d1a9d6db1eb12f5458c1fd7eaa680ee0c76b09d8146ae7a6b2fc8ee1bbabf67,1761
10022b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",c6e9898b5dff257159a5edd12e7c68075b73da92165872a2ab0b850270efc77b,1828
121f2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",f641acf0e891cbc55d04405b8e65dc8e7790089d10a2f0c98ed47c6c903355db,1849
fa71b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",268dd3c0d4b3e96ceb639354410fbe54fa29cb500ce58797af6b6a84fdf7c329,2010
f961b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",8b3eb7bf98a6910d24417e38478aa56fa72463793427c626309a0c3c76469f8a,2017
12e92b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",4c1e90db5ee97ef4a222f8f9e74c4646b9d52e4430345434631c7d1bd310e02f,2021
10b72b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",5a71a320385bb51da0d84f5699baa5a25cd9706d7ee3583680f81353ceab52e8,2035
10a42b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",4afbc0785f54daece86aa9eab01a186eaba57fb715163928d9997fee586729e1,2113
12d72b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",d46e4ac3357618d647fdb0e8ceb235a8dcb25ba08532d31e2d9b9615e6e926a9,2138
12e12b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",972f99e44cceccbd1e081eabcf079891999b5bfc01a8764039130421292afd37,2161
12ee2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",b4a52c589cf0b9d8c601bf3131873defa3f7aa87a45827b3b8a00b24bda5ab11,2173
126d2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",964e8b1900291052f1ad14ff0d2c6ba96e42875a78c3ba44b6b9be8c15d8e4af,2178
101b2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",d4e6d94a657e25b0b7901ec44d72c7d2c83d99dbd2aad8c1dbe5c55b56855d4c,2188
f7d1b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",b3fdaf7f526d2cde066d87d6b2b72ed962e47cfc0a7f9c1987709d95fe61f011,2237
12e02b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",93f0946da010cc41bdf1b7b6fbca0184d93503434a0a22015268b7f17c1fea95,2250
19fe2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",cc92477cee28961670a6b0571a6b17cd2b3083f15d1f1a970ce6dd1326c93cc0,2265
12f02b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",0d536768fe741cb0ca71264f860a6504d7b76a88e40181dc7f21ce51510f5ade,2279
10ba2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",918cf144da0c3517081556d98a23f88923b4688a647a5a8220f45bd9ce747d13,2293
10032b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",193e21190c0d0b419aeeca8d909736486ca24d1ee5dc2865b6bdb1e1cb173c25,2312
12432b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",c6b5db55a3efff7f66eeef4044fd1688ddff013c0802f5bf2b75f0e9182cc30f,2313
fa91b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",6e14a68ce7856100eeafe808ff7ab91b400148700da311096b6e94df73c0b082,2377
12422b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",131af9fdd6adc90fe42837c8c70f0d9b63931e58f048414ed51e6f8344b61f8a,2378
12682b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",540bfb72594160f36ea3a8928aeb7d94195c9b86584a2563036ed7f73d539c47,2379
129c2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",19ae14e560f13c0c823a5f4bfda2f4146187902294f9bbe8bad9184a6c254f0d,2380
10d72b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",adf20fddfac16ee0d60fa0e73b2a9241f757a1bc5eb4d193891eafe70b147499,2401
12df2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",fa0123f4382e3f13a74d0697e30a0ed33fca9abb12e71d7935c77ec0a548a0f8,2418
11c12b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",73d70fbf22e686f8d10355f16a81e48b8bf6bb0fad80102a6278c8b9962fac92,2471
10762b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",c5f6df8c7ea448834618bd8f9f0467ab9f5797b5c1d9516df5940f0e473ac0ac,2522
f911b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",16c7d0a8538e4b48f54975af1ac8a4d42fdf3ff02acd202aec90b1d90db817d0,2615
10292b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",09572b26dfcc81b89cc3ea0e1d03330ffe1c20ce7be53067f43c0f9eac29bf88,2654
f7b1b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",b3455f8a47c5df90664da111578a825d6e0d8631739a5d2df8de1ea6915ab8e8,2761
10272b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",9525c12d00439e69d7f5056e128f2e97dbca736ec977115ec190d52f772611ca,2787
fab1b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",acce37255c1acdd16c7be31c4a420c28a6baac7d055ebc636478da26c68959c5,2830
108e2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",bda6a42b9fce64435fd07f8d83708005fa910c9364fe1917f03c41fce1c8520c,2839
10502b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",4804779d9a542588cfad3939edf3dd606b7d609147f9666e01e9c60ceb8a93a6,2853
f941b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",f4008b1cc483b61a016a4d7e3d295d5b80aad09e82c5f9d24bf98cfbf8fddeeb,2874
12ed2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",489819c40671d777e5056fe82de0024dc1cb5adbe442f802370d5f40fd7a601a,2876
12942b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",ac613e6e141e487471ea50de15afec4804824a3705b4dca5adff971291d559a5,2897
10fb2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",e9d336f47ae91a5d1347480a90bc215918e7504321b4484a04287231c2688d77,2934
f951b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",07a34e769a5d175fd3ca88148183ca95c68a45d138239cdc5133aaa2416a9dca,2958
11fb2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",74ffc485295f8726debbad9d296d526be3cb5a5ee303b866ef1d9ac804fb9cb8,2986
12022b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",6a07f3d66e52a37965f056936915187ccc0f6582e072ed3961a32c7e726d683e,3004
112b2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",6cfa008c7780c863852128b1c24213273ce2e0ddea27814063100717875e3246,3011
10a22b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",8de2c6c17b8d3eec24cdbdb0a4a61dfec852cf241e67fda3aec1b73ddc74e94b,3046
117e2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",49f9d90e7a60eef100879b2328b631bf4ea8c8fe86299d957f8ef913e12d806a,3115
11e02b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",a3b2e5158cc215f4f48920ded15f24344630913f0863dedb09de2bbddd5c0910,3154
10222b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",0078686bfd5029800b19af56acbe67c9db386bf0312423640b5f91e476865f20,3176
10782b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",181e48f48f91470b041be55ff9540038d1bef2e045edcf05268e6523dd34dc22,3183
fe01b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",2124a720e62bae240f4be77108118e3167228a4e213bb38d74784f8f1b97ba20,3190
12e62b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",d6ac6a2c2b985666366b7acc654f88122dc358fc103076992ce62a0ff741a4d5,3210
112e2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",b43a7826661912654d0ba2c300cc7a7865a47c72e45a5b30eaf9b47b0a1ff682,3248
129a2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",36c4ae178364529fbac8be841105f4d1be39562ccb24dffa4c14596997255c2b,3249
11232b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",1e65487b1464f05f51855840d32838a70d00182b1b8705ce29a4e28c4fb3b443,3260
102b2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",d7f46cc9dbb35554a157b064e8470e59f8b7c2f437fe2ac99ef76774215a5ba1,3272
fff1b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",8a06c621ad1a0ae9bc66c4da38d508a2ae4f26de9ffc97e7e4916f1e731c0cdf,3281
10da2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",9063aa0aa06f4ee5eccdc24e38851bbad47b7a02fc6e0203b36260830a60926b,3298
12de2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",3275cec3788087cbafb57efb86918a65c16dbbb8648050a43451f1987445fd9a,3319
12e52b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",1e8d8a033ed79c830d32e71cf9eb94d7a4f3d479f08a7ab5d5b65d32a3fd9f1e,3339
fdc1b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",47316d081644cae2398a08dd5c0d80de54ca9fee497606108bcd313606bd6f7a,3346
10b62b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",e7f75ba13a8ca33fc4ea111d7a3426f8ff5bdb4a7a77a49de0ed625e986c2dee,3347
10bc2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",0c31741b4bcaf0e37127eec94d6de32f0b34fb54a9f4e1ad0afffd0b77dc85d1,3410
10012b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",6b277d9a5cd718ca764c77dfa33a40d9c87b90d82c9b15f17767f0bd8eef467c,3437
12982b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",aa08f136aceb2aec43a4e884fca2519e688c409fab3e56c978046652077bcb99,3440
fad1b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",ee90f8136746991e8698bd71cd3905a740f58f5ecdb337071f110b204a923a60,3471
11e12b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",dce78e774521e1e7c0254ca589e914e24e8056942abb003e5c700de45c87acd2,3472
12e82b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",0f558a1d6941c16e96fbf9d43f6707756530f4a88332998ec3b2331f6924773d,3499
12212b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",3f0dfa0d86f6f1f3bc648fa2042025a7adfdddee77ac62e8163c23d4b410977d,3531
f7f1b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",8cf6063e6a7c6a427125ed6c739a167f234a024d2ab0956d27759deb355c3061,3586
11c42b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",ce545ca398889c0edfa54bcf4ba614f12326ecda5d3d03fed74fdfa71cf42054,3620
104e2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",8ac345a3ce5c0db7c5c18ac8914d524669ed9f9ffa85febd7cb0c967f208ce1b,3626
12692b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",31c1974832fc2bb2340edecd592e28d40fd91ae53ef008772530f7b7d16f3caf,3659
10dc2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",664724a9495e6f165fb5fcc995ecf557b1c72f702ac47fe86f45b1c1cb04f922,3691
12db2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",63924b51bc6912e45bfd70e43dcb43028094e9f220a540ab6ded71777afa30da,3698
129d2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",45582901d4f5b325eb1cc7896757c8be1d0943b0ddbd0c1ac1bcb95dc658eab5,3717
12da2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",5992a858cf1f37d195391cdbcc05fe5033096d6f52728a492db5fbc660db9874,3718
12012b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",d859ddb2173505e34f0a2b0977b351c8c4ea68be7974d740697b789cb38e6bb2,3764
fdb1b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",ba648b50de6a4739142e9942d6df448426aa5348d95340c655153eb2917bcf6c,3838
11702b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",87c42079be1d3dceff94758c9b7228c064e6e9f3272b5035fb0abb82fd509778,3863
10252b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",40b0d0a7056e062c5197a14b014ae7c7192ab3bbeb0f1f6ab21fa4f7f11d5687,3902
12642b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",12913666b9d1b3ac0e34ed64e3bacd1bc70ade4cf8fc78e0ff87e80c2f9aea40,3903
12452b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",505d76c2054f895892e9f8988f655517fc8886ee8c22c1663a56d4aa69bb2e2e,3908
10232b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",dc06f792251170d8a92be0837b2c88a4878fd2c4b778d7eea655d8de8b44d784,3923
11782b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",f42d386ca509339d9f25475592122913882d15c2999c758d87a503f1e994570b,3937
116e2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",f22c2f6124dd8784feef6f8fd17f6c0fd61700e725ae582db8928e559424ac6e,3963
121d2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",f0db11fceccf1fc9d31fec100fd21c4e8094266db69a01aba340bf2c114f21fe,4025
121b2b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",199053751197f7ac1c803c1bdd4a9acfed765503a4b0f594a4ce8396c9b76248,4079
f931b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",d8f07b8a6a2092e2f6377d05bfdca01b87677f29dead8228bc252dd576d6a903,4112
f7e1b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",d73cfe8cc86433e444d83ad1197d98141740c6c65d41a647c1b0548f13a53a5e,4122
ffd1b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",446f39bc7565d56647af2e6e5126c200c27582f7f501ffbcfcdfa5087db48fb2,4197
12412b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",46c0101e82d8959c6ff42d9d413e6267062bed6302217c3290e2aa9eb2ae683f,4200
ffb1b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",f093e74a036b9481e5f78011bfc4c4c4d47d73ee77f3d7eb4ccb4b8092db39bc,4222
fc51b207-8bad-43d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",8ba67c146856c7f547a9b6c0f1cabf6cdfe1e1e9f54e7c47e460814d82e4f984,4275
10212b67-8bad-44d4-bb62-d37ecb91f432,"Skills, Techniques, and Processes",1eb9f15ac16b38d7b9ec7d1fe588b114c4ca02b97ca86477173b82b8b3207f69,4284
