grantee,table_name,privilege_type
anon,cube_questionincorrectchoice_summary,SELECT
anon,cube_questionincorrectchoice_summary,TRIGGER
anon,cube_questionincorrectchoice_summary,TRUNCATE
anon,cube_questionincorrectchoice_summary,UPDATE
authenticated,cube_questionincorrectchoice_summary,DELETE
authenticated,cube_questionincorrectchoice_summary,INSERT
authenticated,cube_questionincorrectchoice_summary,REFERENCES
authenticated,cube_questionincorrectchoice_summary,SELECT
authenticated,cube_questionincorrectchoice_summary,TRIGGER
authenticated,cube_questionincorrectchoice_summary,TRUNCATE
authenticated,cube_questionincorrectchoice_summary,UPDATE
anon,cube_school_summary,DELETE
anon,cube_school_summary,INSERT
anon,cube_school_summary,REFERENCES
anon,cube_school_summary,SELECT
anon,cube_school_summary,TRIGGER
anon,cube_school_summary,TRUNCATE
anon,cube_school_summary,UPDATE
authenticated,cube_school_summary,DELETE
authenticated,cube_school_summary,INSERT
authenticated,cube_school_summary,REFERENCES
authenticated,cube_school_summary,SELECT
authenticated,cube_school_summary,TRIGGER
authenticated,cube_school_summary,TRUNCATE
authenticated,cube_school_summary,UPDATE
anon,cube_standard_summary,DELETE
anon,cube_standard_summary,INSERT
anon,cube_standard_summary,REFERENCES
anon,cube_standard_summary,SELECT
anon,cube_standard_summary,TRIGGER
anon,cube_standard_summary,TRUNCATE
anon,cube_standard_summary,UPDATE
authenticated,cube_standard_summary,DELETE
authenticated,cube_standard_summary,INSERT
authenticated,cube_standard_summary,REFERENCES
authenticated,cube_standard_summary,SELECT
authenticated,cube_standard_summary,TRIGGER
authenticated,cube_standard_summary,TRUNCATE
authenticated,cube_standard_summary,UPDATE
anon,cube_user_summary,DELETE
anon,cube_user_summary,INSERT
anon,cube_user_summary,REFERENCES
anon,cube_user_summary,SELECT
anon,cube_user_summary,TRIGGER
anon,cube_user_summary,TRUNCATE
anon,cube_user_summary,UPDATE
authenticated,cube_user_summary,DELETE
authenticated,cube_user_summary,INSERT
authenticated,cube_user_summary,REFERENCES
authenticated,cube_user_summary,SELECT
authenticated,cube_user_summary,TRIGGER
authenticated,cube_user_summary,TRUNCATE
authenticated,cube_user_summary,UPDATE
anon,dim_assessment_type,DELETE
anon,dim_assessment_type,INSERT
anon,dim_assessment_type,REFERENCES
anon,dim_assessment_type,SELECT
anon,dim_assessment_type,TRIGGER
anon,dim_assessment_type,TRUNCATE
anon,dim_assessment_type,UPDATE
authenticated,dim_assessment_type,DELETE
authenticated,dim_assessment_type,INSERT
authenticated,dim_assessment_type,REFERENCES
authenticated,dim_assessment_type,SELECT
authenticated,dim_assessment_type,TRIGGER
authenticated,dim_assessment_type,TRUNCATE
authenticated,dim_assessment_type,UPDATE
anon,dim_course,DELETE
anon,dim_course,INSERT
anon,dim_course,REFERENCES
anon,dim_course,SELECT
anon,dim_course,TRIGGER
anon,dim_course,TRUNCATE
anon,dim_course,UPDATE
authenticated,dim_course,DELETE
authenticated,dim_course,INSERT
authenticated,dim_course,REFERENCES
authenticated,dim_course,SELECT
authenticated,dim_course,TRIGGER
authenticated,dim_course,TRUNCATE
authenticated,dim_course,UPDATE
anon,dim_grade,DELETE
anon,dim_grade,INSERT
anon,dim_grade,REFERENCES
anon,dim_grade,SELECT
anon,dim_grade,TRIGGER
anon,dim_grade,TRUNCATE
anon,dim_grade,UPDATE
authenticated,dim_grade,DELETE
authenticated,dim_grade,INSERT
authenticated,dim_grade,REFERENCES
authenticated,dim_grade,SELECT
authenticated,dim_grade,TRIGGER
authenticated,dim_grade,TRUNCATE
authenticated,dim_grade,UPDATE
anon,dim_item,DELETE
anon,dim_item,INSERT
anon,dim_item,REFERENCES
anon,dim_item,SELECT
anon,dim_item,TRIGGER
anon,dim_item,TRUNCATE
anon,dim_item,UPDATE
authenticated,dim_item,DELETE
authenticated,dim_item,INSERT
authenticated,dim_item,REFERENCES
authenticated,dim_item,SELECT
authenticated,dim_item,TRIGGER
authenticated,dim_item,TRUNCATE
authenticated,dim_item,UPDATE
anon,dim_parent,DELETE
anon,dim_parent,INSERT
anon,dim_parent,REFERENCES
anon,dim_parent,SELECT
anon,dim_parent,TRIGGER
anon,dim_parent,TRUNCATE
anon,dim_parent,UPDATE
authenticated,dim_parent,DELETE
authenticated,dim_parent,INSERT
authenticated,dim_parent,REFERENCES
authenticated,dim_parent,SELECT
authenticated,dim_parent,TRIGGER
authenticated,dim_parent,TRUNCATE
authenticated,dim_parent,UPDATE
anon,dim_question_data,DELETE
anon,dim_question_data,INSERT
anon,dim_question_data,REFERENCES
anon,dim_question_data,SELECT
anon,dim_question_data,TRIGGER
anon,dim_question_data,TRUNCATE
anon,dim_question_data,UPDATE
authenticated,dim_question_data,DELETE
authenticated,dim_question_data,INSERT
authenticated,dim_question_data,REFERENCES
authenticated,dim_question_data,SELECT
authenticated,dim_question_data,TRIGGER
authenticated,dim_question_data,TRUNCATE
authenticated,dim_question_data,UPDATE
anon,dim_school,DELETE
anon,dim_school,INSERT
anon,dim_school,REFERENCES
anon,dim_school,SELECT
anon,dim_school,TRIGGER
anon,dim_school,TRUNCATE
anon,dim_school,UPDATE
authenticated,dim_school,DELETE
authenticated,dim_school,INSERT
authenticated,dim_school,REFERENCES
authenticated,dim_school,SELECT
authenticated,dim_school,TRIGGER
authenticated,dim_school,TRUNCATE
authenticated,dim_school,UPDATE
anon,dim_section,DELETE
anon,dim_section,INSERT
anon,dim_section,REFERENCES
anon,dim_section,SELECT
anon,dim_section,TRIGGER
anon,dim_section,TRUNCATE
anon,dim_section,UPDATE
authenticated,dim_section,DELETE
authenticated,dim_section,INSERT
authenticated,dim_section,REFERENCES
authenticated,dim_section,SELECT
authenticated,dim_section,TRIGGER
authenticated,dim_section,TRUNCATE
authenticated,dim_section,UPDATE
anon,dim_section_hash,DELETE
anon,dim_section_hash,INSERT
anon,dim_section_hash,REFERENCES
anon,dim_section_hash,SELECT
anon,dim_section_hash,TRIGGER
anon,dim_section_hash,TRUNCATE
anon,dim_section_hash,UPDATE
authenticated,dim_section_hash,DELETE
authenticated,dim_section_hash,INSERT
authenticated,dim_section_hash,REFERENCES
authenticated,dim_section_hash,SELECT
authenticated,dim_section_hash,TRIGGER
authenticated,dim_section_hash,TRUNCATE
authenticated,dim_section_hash,UPDATE
anon,dim_session,DELETE
anon,dim_session,INSERT
anon,dim_session,REFERENCES
anon,dim_session,SELECT
anon,dim_session,TRIGGER
anon,dim_session,TRUNCATE
anon,dim_session,UPDATE
authenticated,dim_session,DELETE
authenticated,dim_session,INSERT
authenticated,dim_session,REFERENCES
authenticated,dim_session,SELECT
authenticated,dim_session,TRIGGER
authenticated,dim_session,TRUNCATE
authenticated,dim_session,UPDATE
anon,dim_standard,DELETE
anon,dim_standard,INSERT
anon,dim_standard,REFERENCES
anon,dim_standard,SELECT
anon,dim_standard,TRIGGER
anon,dim_standard,TRUNCATE
anon,dim_standard,UPDATE
authenticated,dim_standard,DELETE
authenticated,dim_standard,INSERT
authenticated,dim_standard,REFERENCES
authenticated,dim_standard,SELECT
authenticated,dim_standard,TRIGGER
authenticated,dim_standard,TRUNCATE
authenticated,dim_standard,UPDATE
anon,dim_standard_directlink_bak,DELETE
anon,dim_standard_directlink_bak,INSERT
anon,dim_standard_directlink_bak,REFERENCES
anon,dim_standard_directlink_bak,SELECT
anon,dim_standard_directlink_bak,TRIGGER
anon,dim_standard_directlink_bak,TRUNCATE
anon,dim_standard_directlink_bak,UPDATE
authenticated,dim_standard_directlink_bak,DELETE
authenticated,dim_standard_directlink_bak,INSERT
authenticated,dim_standard_directlink_bak,REFERENCES
authenticated,dim_standard_directlink_bak,SELECT
authenticated,dim_standard_directlink_bak,TRIGGER
authenticated,dim_standard_directlink_bak,TRUNCATE
authenticated,dim_standard_directlink_bak,UPDATE
anon,dim_strand,DELETE
anon,dim_strand,INSERT
anon,dim_strand,REFERENCES
anon,dim_strand,SELECT
anon,dim_strand,TRIGGER
anon,dim_strand,TRUNCATE
anon,dim_strand,UPDATE
authenticated,dim_strand,DELETE
authenticated,dim_strand,INSERT
authenticated,dim_strand,REFERENCES
authenticated,dim_strand,SELECT
authenticated,dim_strand,TRIGGER
authenticated,dim_strand,TRUNCATE
authenticated,dim_strand,UPDATE
anon,dim_student,DELETE
anon,dim_student,INSERT
anon,dim_student,REFERENCES
anon,dim_student,SELECT
anon,dim_student,TRIGGER
anon,dim_student,TRUNCATE
anon,dim_student,UPDATE
authenticated,dim_student,DELETE
authenticated,dim_student,INSERT
authenticated,dim_student,REFERENCES
authenticated,dim_student,SELECT
authenticated,dim_student,TRIGGER
authenticated,dim_student,TRUNCATE
authenticated,dim_student,UPDATE
anon,dim_student_hash,DELETE
anon,dim_student_hash,INSERT
anon,dim_student_hash,REFERENCES
anon,dim_student_hash,SELECT
anon,dim_student_hash,TRIGGER
anon,dim_student_hash,TRUNCATE
anon,dim_student_hash,UPDATE
authenticated,dim_student_hash,DELETE
authenticated,dim_student_hash,INSERT
authenticated,dim_student_hash,REFERENCES
authenticated,dim_student_hash,SELECT
authenticated,dim_student_hash,TRIGGER
authenticated,dim_student_hash,TRUNCATE
authenticated,dim_student_hash,UPDATE
anon,dim_subject,DELETE
anon,dim_subject,INSERT
anon,dim_subject,REFERENCES
anon,dim_subject,SELECT
anon,dim_subject,TRIGGER
anon,dim_subject,TRUNCATE
anon,dim_subject,UPDATE
authenticated,dim_subject,DELETE
authenticated,dim_subject,INSERT
authenticated,dim_subject,REFERENCES
authenticated,dim_subject,SELECT
authenticated,dim_subject,TRIGGER
authenticated,dim_subject,TRUNCATE
authenticated,dim_subject,UPDATE
anon,dim_teacher,DELETE
anon,dim_teacher,INSERT
anon,dim_teacher,REFERENCES
anon,dim_teacher,SELECT
anon,dim_teacher,TRIGGER
anon,dim_teacher,TRUNCATE
anon,dim_teacher,UPDATE
authenticated,dim_teacher,DELETE
authenticated,dim_teacher,INSERT
authenticated,dim_teacher,REFERENCES
authenticated,dim_teacher,SELECT
authenticated,dim_teacher,TRIGGER
authenticated,dim_teacher,TRUNCATE
authenticated,dim_teacher,UPDATE
anon,dim_unit_lesson,DELETE
anon,dim_unit_lesson,INSERT
anon,dim_unit_lesson,REFERENCES
anon,dim_unit_lesson,SELECT
anon,dim_unit_lesson,TRIGGER
anon,dim_unit_lesson,TRUNCATE
anon,dim_unit_lesson,UPDATE
authenticated,dim_unit_lesson,DELETE
authenticated,dim_unit_lesson,INSERT
authenticated,dim_unit_lesson,REFERENCES
authenticated,dim_unit_lesson,SELECT
authenticated,dim_unit_lesson,TRIGGER
authenticated,dim_unit_lesson,TRUNCATE
authenticated,dim_unit_lesson,UPDATE
anon,dqdclean_bak,DELETE
anon,dqdclean_bak,INSERT
anon,dqdclean_bak,REFERENCES
anon,dqdclean_bak,SELECT
anon,dqdclean_bak,TRIGGER
anon,dqdclean_bak,TRUNCATE
anon,dqdclean_bak,UPDATE
authenticated,dqdclean_bak,DELETE
authenticated,dqdclean_bak,INSERT
authenticated,dqdclean_bak,REFERENCES
authenticated,dqdclean_bak,SELECT
authenticated,dqdclean_bak,TRIGGER
authenticated,dqdclean_bak,TRUNCATE
authenticated,dqdclean_bak,UPDATE
anon,fact_student_submission,DELETE
anon,fact_student_submission,INSERT
anon,fact_student_submission,REFERENCES
anon,fact_student_submission,SELECT
anon,fact_student_submission,TRIGGER
anon,fact_student_submission,TRUNCATE
anon,fact_student_submission,UPDATE
authenticated,fact_student_submission,DELETE
authenticated,fact_student_submission,INSERT
authenticated,fact_student_submission,REFERENCES
authenticated,fact_student_submission,SELECT
authenticated,fact_student_submission,TRIGGER
authenticated,fact_student_submission,TRUNCATE
authenticated,fact_student_submission,UPDATE
anon,fact_student_submissions_hash,DELETE
anon,fact_student_submissions_hash,INSERT
anon,fact_student_submissions_hash,REFERENCES
anon,fact_student_submissions_hash,SELECT
anon,fact_student_submissions_hash,TRIGGER
anon,fact_student_submissions_hash,TRUNCATE
anon,fact_student_submissions_hash,UPDATE
authenticated,fact_student_submissions_hash,DELETE
authenticated,fact_student_submissions_hash,INSERT
authenticated,fact_student_submissions_hash,REFERENCES
authenticated,fact_student_submissions_hash,SELECT
authenticated,fact_student_submissions_hash,TRIGGER
authenticated,fact_student_submissions_hash,TRUNCATE
authenticated,fact_student_submissions_hash,UPDATE
anon,fix3_bak_cube_grade_summary,DELETE
anon,fix3_bak_cube_grade_summary,INSERT
anon,fix3_bak_cube_grade_summary,REFERENCES
anon,fix3_bak_cube_grade_summary,SELECT
anon,fix3_bak_cube_grade_summary,TRIGGER
anon,fix3_bak_cube_grade_summary,TRUNCATE
anon,fix3_bak_cube_grade_summary,UPDATE
authenticated,fix3_bak_cube_grade_summary,DELETE
authenticated,fix3_bak_cube_grade_summary,INSERT
authenticated,fix3_bak_cube_grade_summary,REFERENCES
authenticated,fix3_bak_cube_grade_summary,SELECT
authenticated,fix3_bak_cube_grade_summary,TRIGGER
authenticated,fix3_bak_cube_grade_summary,TRUNCATE
authenticated,fix3_bak_cube_grade_summary,UPDATE
anon,fix3_bak_cube_question_summary,DELETE
anon,fix3_bak_cube_question_summary,INSERT
anon,fix3_bak_cube_question_summary,REFERENCES
anon,fix3_bak_cube_question_summary,SELECT
anon,fix3_bak_cube_question_summary,TRIGGER
anon,fix3_bak_cube_question_summary,TRUNCATE
anon,fix3_bak_cube_question_summary,UPDATE
authenticated,fix3_bak_cube_question_summary,DELETE
authenticated,fix3_bak_cube_question_summary,INSERT
authenticated,fix3_bak_cube_question_summary,REFERENCES
authenticated,fix3_bak_cube_question_summary,SELECT
authenticated,fix3_bak_cube_question_summary,TRIGGER
authenticated,fix3_bak_cube_question_summary,TRUNCATE
authenticated,fix3_bak_cube_question_summary,UPDATE
anon,fix3_bak_cube_question_summary_overall,DELETE
anon,fix3_bak_cube_question_summary_overall,INSERT
anon,fix3_bak_cube_question_summary_overall,REFERENCES
anon,fix3_bak_cube_question_summary_overall,SELECT
anon,fix3_bak_cube_question_summary_overall,TRIGGER
anon,fix3_bak_cube_question_summary_overall,TRUNCATE
anon,fix3_bak_cube_question_summary_overall,UPDATE
authenticated,fix3_bak_cube_question_summary_overall,DELETE
authenticated,fix3_bak_cube_question_summary_overall,INSERT
authenticated,fix3_bak_cube_question_summary_overall,REFERENCES
authenticated,fix3_bak_cube_question_summary_overall,SELECT
authenticated,fix3_bak_cube_question_summary_overall,TRIGGER
authenticated,fix3_bak_cube_question_summary_overall,TRUNCATE
authenticated,fix3_bak_cube_question_summary_overall,UPDATE
anon,fix3_bak_cube_school_summary,DELETE
anon,fix3_bak_cube_school_summary,INSERT
anon,fix3_bak_cube_school_summary,REFERENCES
anon,fix3_bak_cube_school_summary,SELECT
anon,fix3_bak_cube_school_summary,TRIGGER
anon,fix3_bak_cube_school_summary,TRUNCATE
anon,fix3_bak_cube_school_summary,UPDATE
authenticated,fix3_bak_cube_school_summary,DELETE
authenticated,fix3_bak_cube_school_summary,INSERT
authenticated,fix3_bak_cube_school_summary,REFERENCES
authenticated,fix3_bak_cube_school_summary,SELECT
authenticated,fix3_bak_cube_school_summary,TRIGGER
authenticated,fix3_bak_cube_school_summary,TRUNCATE
authenticated,fix3_bak_cube_school_summary,UPDATE
anon,fix3_bak_cus,DELETE
anon,fix3_bak_cus,INSERT
anon,fix3_bak_cus,REFERENCES
anon,fix3_bak_cus,SELECT
anon,fix3_bak_cus,TRIGGER
anon,fix3_bak_cus,TRUNCATE
anon,fix3_bak_cus,UPDATE
authenticated,fix3_bak_cus,DELETE
authenticated,fix3_bak_cus,INSERT
authenticated,fix3_bak_cus,REFERENCES
authenticated,fix3_bak_cus,SELECT
authenticated,fix3_bak_cus,TRIGGER
authenticated,fix3_bak_cus,TRUNCATE
authenticated,fix3_bak_cus,UPDATE
anon,fix3_bak_dim_item,DELETE
anon,fix3_bak_dim_item,INSERT
anon,fix3_bak_dim_item,REFERENCES
anon,fix3_bak_dim_item,SELECT
anon,fix3_bak_dim_item,TRIGGER
anon,fix3_bak_dim_item,TRUNCATE
anon,fix3_bak_dim_item,UPDATE
authenticated,fix3_bak_dim_item,DELETE
authenticated,fix3_bak_dim_item,INSERT
authenticated,fix3_bak_dim_item,REFERENCES
authenticated,fix3_bak_dim_item,SELECT
authenticated,fix3_bak_dim_item,TRIGGER
authenticated,fix3_bak_dim_item,TRUNCATE
authenticated,fix3_bak_dim_item,UPDATE
anon,fix3_bak_dim_subject,DELETE
anon,fix3_bak_dim_subject,INSERT
anon,fix3_bak_dim_subject,REFERENCES
anon,fix3_bak_dim_subject,SELECT
anon,fix3_bak_dim_subject,TRIGGER
anon,fix3_bak_dim_subject,TRUNCATE
anon,fix3_bak_dim_subject,UPDATE
authenticated,fix3_bak_dim_subject,DELETE
authenticated,fix3_bak_dim_subject,INSERT
authenticated,fix3_bak_dim_subject,REFERENCES
authenticated,fix3_bak_dim_subject,SELECT
authenticated,fix3_bak_dim_subject,TRIGGER
authenticated,fix3_bak_dim_subject,TRUNCATE
authenticated,fix3_bak_dim_subject,UPDATE
anon,fix3_bak_dqd,DELETE
anon,fix3_bak_dqd,INSERT
anon,fix3_bak_dqd,REFERENCES
anon,fix3_bak_dqd,SELECT
anon,fix3_bak_dqd,TRIGGER
anon,fix3_bak_dqd,TRUNCATE
anon,fix3_bak_dqd,UPDATE
authenticated,fix3_bak_dqd,DELETE
authenticated,fix3_bak_dqd,INSERT
authenticated,fix3_bak_dqd,REFERENCES
authenticated,fix3_bak_dqd,SELECT
authenticated,fix3_bak_dqd,TRIGGER
authenticated,fix3_bak_dqd,TRUNCATE
authenticated,fix3_bak_dqd,UPDATE
anon,fix3_bak_fact_student_submission,DELETE
anon,fix3_bak_fact_student_submission,INSERT
anon,fix3_bak_fact_student_submission,REFERENCES
anon,fix3_bak_fact_student_submission,SELECT
anon,fix3_bak_fact_student_submission,TRIGGER
anon,fix3_bak_fact_student_submission,TRUNCATE
anon,fix3_bak_fact_student_submission,UPDATE
authenticated,fix3_bak_fact_student_submission,DELETE
authenticated,fix3_bak_fact_student_submission,INSERT
authenticated,fix3_bak_fact_student_submission,REFERENCES
authenticated,fix3_bak_fact_student_submission,SELECT
authenticated,fix3_bak_fact_student_submission,TRIGGER
authenticated,fix3_bak_fact_student_submission,TRUNCATE
authenticated,fix3_bak_fact_student_submission,UPDATE
anon,fix_bak_cqs,DELETE
anon,fix_bak_cqs,INSERT
anon,fix_bak_cqs,REFERENCES
anon,fix_bak_cqs,SELECT
anon,fix_bak_cqs,TRIGGER
anon,fix_bak_cqs,TRUNCATE
anon,fix_bak_cqs,UPDATE
authenticated,fix_bak_cqs,DELETE
authenticated,fix_bak_cqs,INSERT
authenticated,fix_bak_cqs,REFERENCES
authenticated,fix_bak_cqs,SELECT
authenticated,fix_bak_cqs,TRIGGER
authenticated,fix_bak_cqs,TRUNCATE
authenticated,fix_bak_cqs,UPDATE
anon,fix_bak_cus,DELETE
anon,fix_bak_cus,INSERT
anon,fix_bak_cus,REFERENCES
anon,fix_bak_cus,SELECT
anon,fix_bak_cus,TRIGGER
anon,fix_bak_cus,TRUNCATE
anon,fix_bak_cus,UPDATE
authenticated,fix_bak_cus,DELETE
authenticated,fix_bak_cus,INSERT
authenticated,fix_bak_cus,REFERENCES
authenticated,fix_bak_cus,SELECT
authenticated,fix_bak_cus,TRIGGER
authenticated,fix_bak_cus,TRUNCATE
authenticated,fix_bak_cus,UPDATE
anon,fix_bak_dim_subject,DELETE
anon,fix_bak_dim_subject,INSERT
anon,fix_bak_dim_subject,REFERENCES
anon,fix_bak_dim_subject,SELECT
anon,fix_bak_dim_subject,TRIGGER
anon,fix_bak_dim_subject,TRUNCATE
anon,fix_bak_dim_subject,UPDATE
authenticated,fix_bak_dim_subject,DELETE
authenticated,fix_bak_dim_subject,INSERT
authenticated,fix_bak_dim_subject,REFERENCES
authenticated,fix_bak_dim_subject,SELECT
authenticated,fix_bak_dim_subject,TRIGGER
authenticated,fix_bak_dim_subject,TRUNCATE
authenticated,fix_bak_dim_subject,UPDATE
anon,fix_bak_dqd,DELETE
anon,fix_bak_dqd,INSERT
anon,fix_bak_dqd,REFERENCES
anon,fix_bak_dqd,SELECT
anon,fix_bak_dqd,TRIGGER
anon,fix_bak_dqd,TRUNCATE
anon,fix_bak_dqd,UPDATE
authenticated,fix_bak_dqd,DELETE
authenticated,fix_bak_dqd,INSERT
authenticated,fix_bak_dqd,REFERENCES
authenticated,fix_bak_dqd,SELECT
authenticated,fix_bak_dqd,TRIGGER
authenticated,fix_bak_dqd,TRUNCATE
authenticated,fix_bak_dqd,UPDATE
anon,fix_bak_fact,DELETE
anon,fix_bak_fact,INSERT
anon,fix_bak_fact,REFERENCES
anon,fix_bak_fact,SELECT
anon,fix_bak_fact,TRIGGER
anon,fix_bak_fact,TRUNCATE
anon,fix_bak_fact,UPDATE
authenticated,fix_bak_fact,DELETE
authenticated,fix_bak_fact,INSERT
authenticated,fix_bak_fact,REFERENCES
authenticated,fix_bak_fact,SELECT
authenticated,fix_bak_fact,TRIGGER
authenticated,fix_bak_fact,TRUNCATE
authenticated,fix_bak_fact,UPDATE
anon,ingested_files,DELETE
anon,ingested_files,INSERT
anon,ingested_files,REFERENCES
anon,ingested_files,SELECT
anon,ingested_files,TRIGGER
anon,ingested_files,TRUNCATE
anon,ingested_files,UPDATE
authenticated,ingested_files,DELETE
authenticated,ingested_files,INSERT
authenticated,ingested_files,REFERENCES
authenticated,ingested_files,SELECT
authenticated,ingested_files,TRIGGER
authenticated,ingested_files,TRUNCATE
authenticated,ingested_files,UPDATE
anon,ingestion_runs,DELETE
anon,ingestion_runs,INSERT
anon,ingestion_runs,REFERENCES
anon,ingestion_runs,SELECT
anon,ingestion_runs,TRIGGER
anon,ingestion_runs,TRUNCATE
anon,ingestion_runs,UPDATE
authenticated,ingestion_runs,DELETE
authenticated,ingestion_runs,INSERT
authenticated,ingestion_runs,REFERENCES
authenticated,ingestion_runs,SELECT
authenticated,ingestion_runs,TRIGGER
authenticated,ingestion_runs,TRUNCATE
authenticated,ingestion_runs,UPDATE
anon,lti_deployment,DELETE
anon,lti_deployment,INSERT
anon,lti_deployment,REFERENCES
anon,lti_deployment,SELECT
anon,lti_deployment,TRIGGER
anon,lti_deployment,TRUNCATE
anon,lti_deployment,UPDATE
authenticated,lti_deployment,DELETE
authenticated,lti_deployment,INSERT
authenticated,lti_deployment,REFERENCES
authenticated,lti_deployment,SELECT
authenticated,lti_deployment,TRIGGER
authenticated,lti_deployment,TRUNCATE
authenticated,lti_deployment,UPDATE
anon,lti_launch_session,DELETE
anon,lti_launch_session,INSERT
anon,lti_launch_session,REFERENCES
anon,lti_launch_session,SELECT
anon,lti_launch_session,TRIGGER
anon,lti_launch_session,TRUNCATE
anon,lti_launch_session,UPDATE
authenticated,lti_launch_session,DELETE
authenticated,lti_launch_session,INSERT
authenticated,lti_launch_session,REFERENCES
authenticated,lti_launch_session,SELECT
authenticated,lti_launch_session,TRIGGER
authenticated,lti_launch_session,TRUNCATE
authenticated,lti_launch_session,UPDATE
